ISSN|Área|Titulo|Estrato|Ano Base
0263-4503|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Marketing Intelligence & Planning|A2|2008
1470-5931|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Marketing Theory|B1|2008
0102-8545|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Matemática Universitária|C |2008
1676-2827|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Mediação (Belo Horizonte)|B5|2008
|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Meio de Cultura - Hospitalr|C |2008
1809-8894|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Mnemosine (Rio de Janeiro)|B4|2008
1983-7801|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Mosaico (Goiânia)|C |2008
0104-754X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Movimento (UFRGS. Impresso)|B2|2008
1807-8095|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|MundoPM (Curitiba)|C |2008
1679-0073|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Natureza & Conservação|B1|2008
1806-0404|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Negócios e Talentos|C |2008
0748-4526|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Negotiation Journal|A2|2008
0028-3045|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Networks (New York, N.Y. Print)|A1|2008
1092-0277|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|North American Actuarial Journal|B1|2008
0103-6351|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Nova Economia (UFMG. Impresso)|B1|2008
1678-6602|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Nucleus (Ituverava. Impresso)|B5|2008
0251-3552|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Nueva Sociedad|B2|2008
1676-2274|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Nutrição em Pauta|B5|2008
0031-1057|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|O Papel (São Paulo)|B4|2008
1519-7670|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Observatório da Imprensa (São Paulo)|C |2008
1696-8352|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Observatorio de la Economía Latinoamericana|C |2008
0101-5273|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Oikos (Viçosa, Mg)|B4|2008
1519-8693|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Olam: Ciência & Tecnologia (Rio Claro. CD-Rom)|B5|2008
0305-0483|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Omega (Oxford)|A1|2008
1807-1236|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Organicom (USP)|B3|2008
1413-585X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Organizações & Sociedade (Impresso)|B2|2008
1809-1040|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Organizações em Contexto (Impresso)|B5|2008
1517-3879|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Organizações Rurais e Agroindustriais (UFLA)|B2|2008
1086-0266|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Organization & Environment|A1|2008
1047-7039|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Organization Science (Providence, R.I.)|A1|2008
0170-8406|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Organization Studies|A1|2008
1806-0528|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Os Urbanitas (São Paulo)|C |2008
1360-0818|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Oxford Development Studies|A2|2008
1678-8419|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|P@rtes (São Paulo)|C |2008
0103-863X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Paidéia (USP. Ribeirao Preto. Impresso)|B1|2008
1695-7121|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pasos (El Sauzal)|B1|2008
1806-700X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Patrimônio: Lazer & Turismo (UNISANTOS)|B5|2008
1415-5109|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pensamento & Realidade|B5|2008
1676-9503|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pensar BH. Política Social|B4|2008
1519-0412|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pensar Contábil|B4|2008
0101-2908|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Perspectiva (Erexim)|B4|2008
0102-5473|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Perspectiva (UFSC)|B2|2008
1808-575X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Perspectiva Econômica (São Leopoldo. Online)|B5|2008
1980-0193|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Perspectivas Contemporâneas|B4|2008
1413-9936|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Perspectivas em Ciência da Informação (Impresso)|B1|2008
0102-7603|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pesquisa & Debate (PUCSP. 1985. Impresso)|B4|2008
1806-9029|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pesquisa & Debate (São Paulo. 1985. Online)|B4|2008
1679-5830|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pesquisa & Desenvolvimento Engenharia de Produção|C |2008
0100-0551|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pesquisa e Planejamento Econômico (Rio de Janeiro)|B2|2008
1414-8595|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pesquisa Naval (SDM)|C |2008
0101-7438|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pesquisa Operacional (Impresso)|A2|2008
1809-8908|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pesquisas e Práticas Psicossociais|B3|2008
0103-7277|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pesticidas (UFPR)|C |2008
1808-3528|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Plástico Industrial|B3|2008
1518-6660|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Política Externa (USP)|B3|2008
1065-9129|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Political Research Quarterly|A1|2008
1981-6766|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|PontodeAcesso (UFBA)|C |2008
0032-471X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Population Review (Print)|B1|2008
1679-8732|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Portal da Classe Contábil|C |2008
1809-0249|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Práxis Educacional|B5|2008
1517-672X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pretexto (Belo Horizonte. Impresso)|B5|2008
1646-3153|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Prisma.com|B5|2008
0103-7307|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pró-Posições (UNICAMP. Impresso)|B1|2008
0103-6513|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Produção (São Paulo. Impresso)|A2|2008
1676-4056|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Product (IGDP)|B4|2008
1516-3660|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Produto & Produção (Impresso)|B3|2008
8756-9728|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Project Management Journal|B2|2008
1516-4489|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psi (Londrina. Impresso)|C |2008
0103-5371|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psico (PUCRS. Impresso)|B2|2008
1413-8271|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psico-USF (Impresso)|B1|2008
1807-0310|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psicologia & Sociedade (Online)|A2|2008
0103-7013|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psicologia Argumento (PUCPR. Impresso)|B3|2008
0102-7182|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psicologia e Sociedade (Impresso)|A2|2008
1413-7372|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psicologia em Estudo (Impresso)|A2|2008
1677-1168|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psicologia em Revista (Impressa)|B3|2008
1138-0853|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psicología Política|B1|2008
1981-2418|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psicologia, Ciência e Profissão - Diálogos|B3|2008
1414-9893|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psicologia: Ciência e Profissão (Impresso)|B2|2008
0102-7972|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Psicologia: Reflexão e Crítica (UFRGS. Impresso)|A2|2008
1471-9037|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Public Management Review (Print)|A1|2008
1982-1263|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Pubvet (Londrina)|B5|2008
1807-8389|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Quaestio Iuris (Impresso)|C |2008
1677-4280|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Qualit@s (UEPB)|B5|2008
1981-5700|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAC Eletrônica|B1|2008
1415-6555|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAC. Revista de Administração Contemporânea (Impresso)|B1|2008
1981-1756|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RACE : Revista de Administração do Cesusc|C |2008
1678-6483|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RACE : Revista de Administração, Contabilidade e Economia|C |2008
1809-6212|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RACI. Revista de Administração e Ciências Contábeis do IDEAU|C |2008
1982-7334|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAD (Rio de Janeiro)|C |2008
0034-7590|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAE (Impresso)|B1|2008
1676-5648|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAE Eletrônica (Online)|B1|2008
1981-5840|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAFI. Revista de Administração FAESP-IPCA (Online)|C |2008
1983-5205|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAHIS. Revista de Administração Hospitalar e Inovação em Saúde|C |2008
1809-2039|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAI : Revista de Administração e Inovação|B3|2008
1518-6776|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAM. Revista de Administração Mackenzie (Impresso)|B1|2008
1981-9951|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Rama : Revista em Agronegócio e Meio Ambiente|B4|2008
1806-5961|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAU. Revista de Administração Unisal|C |2008
1983-7488|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RAUSP-e (São Paulo)|B2|2008
0104-8341|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RBC: Revista Brasileira de Contabilidade|C |2008
1679-7930|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RBCEH. Revista Brasileira de Ciências do Envelhecimento Humano|B2|2008
1806-8405|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RBPG. Revista Brasileira de Pós-Graduação|C |2008
1808-7647|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RCA. Revista de Controle e Administração|C |2008
1516-1684|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RDE. Revista de Desenvolvimento Econômico|B4|2008
1679-9127|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|REA. Revista Eletrônica de Administração (Franca. Online)|C |2008
1413-2311|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|REAd. Revista Eletrônica de Administração (Porto Alegre. Online)|B2|2008
1983-8166|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|REBAP. Revista Brasileira de Administração Política|C |2008
1983-8484|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|REBRAE. Revista Brasileira de Estratégia (Impresso)|C |2008
1677-7387|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RECADM : Revista Eletrônica de Ciência Administrativa|B5|2008
1790-5117|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Recent Advances in Electrical Engineering|C |2008
1415-3262|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RECITEC. Revista de Ciência e Tecnologia|B5|2008
1414-7106|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Redes (Santa Cruz do Sul. Impresso)|B4|2008
1579-0185|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Redes, Revista Hispana para el Análisis de Redes Sociales|B1|2008
1809-2276|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|REGE. Revista de Gestão USP|B3|2008
1984-3070|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|REGES: Revista Eletrônica de Gestão|C |2008
0102-9835|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Relações Humanas|C |2008
1678-2399|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Relatórios de Pesquisa em Engenharia de Produção (UFF)|C |2008
1679-1916|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|RENOTE. Revista Novas Tecnologias na Educação|B4|2008
1983-604X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Reset (Estácio)|C |2008
1518-3025|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Reuna (Belo Horizonte)|B5|2008
1546-2609|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Review of Business Research|B3|2008
1094-2025|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Review of Economic Dynamics (Print)|A1|2008
1541-1443|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|ReVista (Cambridge, Mass.)|C |2008
1980-6965|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Acadêmica Observatório de Inovação do Turismo|B4|2008
1983-6791|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista ADMpg (Impresso)|C |2008
1983-7089|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista ADMpg (Online)|C |2008
1807-491X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Agriculturas (Impresso)|C |2008
1983-716X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Alcance (Online)|B3|2008
1518-5532|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista ANGRAD|B4|2008
0101-0964|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista ANPEC|B2|2008
1807-8214|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Ártemis|B5|2008
1981-1225|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Aulas (UNICAMP)|B4|2008
1984-3100|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Avaliação de Políticas Públicas|C |2008
1517-2007|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Administração (Brasília)|C |2008
1516-7429|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Administração Pública e de Empresas|C |2008
0100-3518|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Armazenamento|B5|2008
0100-0691|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Biblioteconomia e Documentação (Impresso)|B5|2008
1983-0823|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Biometria|B4|2008
0102-6909|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Ciências Sociais (Impresso)|A2|2008
1678-7072|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Direito Público|C |2008
0034-7140|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Economia (Impresso)|A2|2008
1983-0408|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Educação Profissional e Tecnológica|C |2008
1980-587X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Engenharia de Pesca|C |2008
0034-7183|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Estudos Pedagógicos (Impresso)|B2|2008
1981-3953|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Estudos Regionais e Urbanos|C |2008
1517-4115|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Estudos Urbanos e Regionais (ANPUR)|C |2008
1679-0731|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Finanças (Impresso)|B1|2008
1983-0807|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Gestão de Negócios (Online)|B3|2008
1806-4892|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Gestão de Negócios (São Paulo. Impresso)|B3|2008
1809-239X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Gestão e Desenvolvimento Regional|B5|2008
1677-2504|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Inovação|B3|2008
1679-3390|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Orientação Profissional|B2|2008
1982-6125|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Pesquisa em Turismo|C |2008
0103-0752|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Probabilidade e Estatística|B2|2008
1414-381X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Recursos Hídricos|B3|2008
1808-0723|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Risco e Seguro (Online)|B5|2008
1981-1659|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Brasileira de Segurança Pública|C |2008
1982-1530|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Canavieiros|C |2008
1808-3781|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Catarinense da Ciência Contábil|C |2008
1516-2664|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista CESUMAR|B4|2008
1414-0896|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Ciências Administrativas (UNIFOR)|B4|2008
1980-3125|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Científica (Faculdade Anchieta de Ensino Superior do Paraná)|C |2008
1516-4071|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Científica do Centro Universitário de Barra Mansa|C |2008
1519-7077|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Contabilidade & Finanças (Impresso)|B1|2008
1808-057X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Contabilidade & Finanças (Online)|B1|2008
1870-4883|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Contaduría Pública|C |2008
1806-0498|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Contemporânea (UERJ. Online)|B5|2008
1806-678X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Contemporânea de Ciências Sociais Aplicadas da FAPLAN|C |2008
1807-1821|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista Contemporânea de Contabilidade (UFSC)|B3|2008
1981-674X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da CGU|C |2008
|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da Ciência da Administração|C |2008
0080-6234|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da Escola de Enfermagem da USP (Impresso)|B1|2008
1676-1316|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da ESPM|C |2008
1678-9172|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da FA7|C |2008
1516-1234|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da FAE|B4|2008
1982-2537|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da Micro e Pequena Empresa (FACCAMP)|B5|2008
1517-5405|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da Pesquisa & Pós-Graduação|C |2008
1982-0135|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da Pós-Graduação (FIEO. Online)|C |2008
1679-8708|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista da UNIFEBE|B5|2008
0080-2107|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Administração (FEA-USP)|B2|2008
1677-9525|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Administração (URI. Frederico Westphalen)|C |2008
1807-1937|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Administração da FEAD-Minas|B4|2008
1983-4659|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Administração da UFSM|C |2008
1679-5350|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de administração da Unimep|B5|2008
0034-7604|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Administração Municipal|B5|2008
0034-7612|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Administração Pública (Impresso)|A2|2008
1516-3865|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Ciências da Administração (CAD/UFSC)|B3|2008
1415-6571|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Ciências Gerenciais|B5|2008
0101-9589|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Ciências Humanas (UFSC)|B3|2008
1677-0668|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Conjuntura|C |2008
1984-3704|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Contabilidade da UFBA|C |2008
1516-215X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Contabilidade do Mestrado em Ciências Contábeis (Impresso)|B4|2008
0870-8827|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Contabilidade e Finanças|B3|2008
1982-6486|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Contabilidade e Organizações|B3|2008
1415-658X|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Direito (Itatiba)|C |2008
1678-7102|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Direito Público da Economia|C |2008
0101-7012|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Econometria|B2|2008
1677-4973|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia & Relações Internacionais|B4|2008
0556-5782|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia (Curitiba)|B4|2008
1415-9848|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia Contemporânea (Impresso)|B1|2008
1676-7608|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia e Administração (Impresso)|B4|2008
1679-1614|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia e Agronegócio|B5|2008
1980-2382|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia e Gestão Empresarial|C |2008
0103-2003|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia e Sociologia Rural (Impresso)|A2|2008
1678-5002|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia Mackenzie (Impresso)|B5|2008
0101-3157|ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO|Revista de Economia Política (Impresso)|A2|2008
