ISSN|area|titulo|estrato|anoBase
0947-5745|Interdisciplinar|Journal of Zoological Systematics and Evolutionary Research|A2|2008
0952-8369|Interdisciplinar|Journal of Zoology (1987)|A2|2008
0148-6071|Interdisciplinar|JPEN. Journal of Parenteral and Enteral Nutrition|B1|2008
1415-8299|Interdisciplinar|Júcice (Cuiabá)|B5|2008
1807-0957|Interdisciplinar|Juizado da Infância e da Juventude (Porto Alegre)|C |2008
1516-778X|Interdisciplinar|Jurisvox (Patos de Minas)|C |2008
1518-4862|Interdisciplinar|Jus Navigandi|B4|2008
1676-7373|Interdisciplinar|Justilex (Brasília)|C |2008
1981-3120|Interdisciplinar|K. Jornal de Crítica|B4|2008
1148-9227|Interdisciplinar|Kairos (Toulouse, Cessou em 2006)|B4|2008
1677-1621|Interdisciplinar|Kant e-Prints (Impresso)|B2|2008
1677-163X|Interdisciplinar|Kant e-Prints (Online)|B2|2008
0022-8877|Interdisciplinar|Kant-Studien|B1|2008
0075-5974|Interdisciplinar|Kew Bulletin|B2|2008
1013-9826|Interdisciplinar|Key Engineering Materials|B2|2008
0948-3276|Interdisciplinar|KGK. Kautschuk, Gummi, Kunststoffe|B1|2008
1850-3217|Interdisciplinar|Krinein (Santa Fe)|B4|2008
0100-512X|Interdisciplinar|Kriterion (UFMG. Impresso)|B1|2008
0368-492X|Interdisciplinar|Kybernetes|B1|2008
1262-1692|Interdisciplinar|L'Ordinaire Latino-Américain|B3|2008
0018-6368|Interdisciplinar|La Houille Blanche|B1|2008
1120-9968|Interdisciplinar|La Matematica e la sua Didattica|B2|2008
1519-6674|Interdisciplinar|Labirinto (UNIR)|B5|2008
1676-9651|Interdisciplinar|Labrys (Edição em Português. Online)|B3|2008
0101-0522|Interdisciplinar|LAES/HAES|B5|2008
1440-1770|Interdisciplinar|Lakes & Reservoirs ( Online)|B3|2008
1320-5331|Interdisciplinar|Lakes and Reservoirs (Print)|B2|2008
1474-4422|Interdisciplinar|Lancet Neurology (Print)|A1|2008
1085-3278|Interdisciplinar|Land Degradation & Development (Print)|A1|2008
0458-6859|Interdisciplinar|Landbauforschung Völkenrode|B1|2008
0743-7463|Interdisciplinar|Langmuir|A1|2008
0102-1907|Interdisciplinar|Laranja|B5|2008
1054-660X|Interdisciplinar|Laser Physics|B1|2008
1612-2011|Interdisciplinar|Laser Physics Letters (Print)|A2|2008
0268-8921|Interdisciplinar|Lasers in Medical Science|A2|2008
1229-0998|Interdisciplinar|Latin America Studies Association of Korea|B5|2008
1097-8526|Interdisciplinar|Latin American Business Review (Binghamton, N.Y.)|B2|2008
0718-560X|Interdisciplinar|Latin American Journal of Aquatic Research|B4|2008
1677-0358|Interdisciplinar|Latin American Journal of Fundamental Psychopathology On Line|B2|2008
0094-582X|Interdisciplinar|Latin American Perspectives|A2|2008
1531-426X|Interdisciplinar|Latin American Politics and Society|A2|2008
0265-8240|Interdisciplinar|Law & Policy (Print)|B1|2008
1981-7525|Interdisciplinar|Le Monde Diplomatique (Brasil)|C |2008
1514-5220|Interdisciplinar|Le Monde Diplomatique (Buenos Aires)|C |2008
0718-4344|Interdisciplinar|Le Monde Diplomatique (Santiago ed. Impresa)|C |2008
1657-9887|Interdisciplinar|Le Monde Diplomatique - Edición Colombia|C |2008
1782-1436|Interdisciplinar|Le Moyen-Âge (Online)|B2|2008
1263-588X|Interdisciplinar|Le Télémaque (Dijon)|B4|2008

1072-0502|Interdisciplinar|Learning & Memory (Cessou em 2008)|A1|2008
1549-5485||Learning & Memory (Cold Spring Harbor, N.Y. : Online)|A1|2008

1676-2789|Interdisciplinar|Learning and Nonlinear Models|B5|2008

0023-6438|Interdisciplinar|Food Science + Technology|A2|2008
0023-6438|Interdisciplinar|Lebensmittel-Wissenschaft + Technologie|A2|2008

0329-0069|Interdisciplinar|Lecturas Educación Física y Deportes|B4|2008
1514-3465|Interdisciplinar|Lecturas Educación Física y Deportes (Buenos Aires)|B4|2008
0302-9743|Interdisciplinar|Lecture Notes in Computer Science|B2|2008
0362-9805|Interdisciplinar|Legislative Studies Quarterly|A2|2008
1676-5095|Interdisciplinar|Légua & Meia|B3|2008
1807-9733|Interdisciplinar|Leite & Derivados|C |2008
0103-6858|Interdisciplinar|Leitura (UFAL)|B2|2008
1678-1716|Interdisciplinar|Leituras Contemporâneas|C |2008
1807-2836|Interdisciplinar|Leonardo Pós (Santa Catarina)|B5|2008
0101-9635|Interdisciplinar|Leopoldianum (UNISANTOS)|B4|2008
0305-7518|Interdisciplinar|Leprosy Review|B1|2008
0180-930X|Interdisciplinar|Les Annales de la Recherche Urbaine (Paris)|B3|2008
1286-3912|Interdisciplinar|Les Cahiers de l'Implication (Cessou em 2003)|B5|2008
1807-5193|Interdisciplinar|Letra Magna|B5|2008
1981-5239|Interdisciplinar|Letras & Letras (Online)|C |2008
0266-8254|Interdisciplinar|Letters in Applied Microbiology|A2|2008
1570-1786|Interdisciplinar|Letters in Organic Chemistry|A2|2008
1042-8194|Interdisciplinar|Leukemia & Lymphoma (Print)|B1|2008
0145-2126|Interdisciplinar|Leukemia Research|B1|2008
1677-3853|Interdisciplinar|Lex. Revista do Direito Brasileiro|B4|2008
1517-3283|Interdisciplinar|Líbero (FACASPER)|B3|2008
1516-2168|Interdisciplinar|Licere (Belo Horizonte. Impresso)|B3|2008
0024-3205|Interdisciplinar|Life Sciences (1973)|A2|2008
1808-3536|Interdisciplinar|Liinc em Revista|B4|2008
1439-8621|Interdisciplinar|Limnology (Tokyo. Print)|B1|2008
0024-3795|Interdisciplinar|Linear Algebra and its Applications|A2|2008
1519-4906|Interdisciplinar|Língua e Instrumentos Linguísticos|B2|2008
1981-6847|Interdisciplinar|Língua Escrita (UFMG)|B3|2008
1981-6871|Interdisciplinar|Língua, Literatura e Ensino (UNICAMP)|B4|2008
1518-0743|Interdisciplinar|Linguagem, Educação e Sociedade (UFPI)|B3|2008
1517-7238|Interdisciplinar|Línguas & Letras (UNIOESTE)|B3|2008
1983-6988|Interdisciplinar|Linguasagem (São Paulo)|B5|2008

1518-367X|Interdisciplinar|Linhas (UDESC, Cessou em 2005)|B4|2008
1984-7238||Linhas (Florianópolis. Online)|B4|2008

1982-5625|Interdisciplinar|Literatura em Debate (URI)|B5|2008
0024-4937|Interdisciplinar|Lithos (Oslo. Print)|A1|2008
1478-3223|Interdisciplinar|Liver International (Print)|B1|2008
1871-1413|Interdisciplinar|Livestock Science (Print)|A2|2008
|Interdisciplinar|Livro de Resumos do V EPIC/ENEX|C |2008
1981-6790|Interdisciplinar|Locus Científico (Impresso)|B5|2008
1425-3305|Interdisciplinar|Logic and Logical Philosophy|B1|2008
1367-0751|Interdisciplinar|Logic Journal of the IGPL (Print)|B1|2008
0103-7501|Interdisciplinar|Logos (Canoas)|B5|2008
0104-9933|Interdisciplinar|Logos (UERJ. Impresso)|B3|2008
0102-6445|Interdisciplinar|Lua Nova (Impresso)|B1|2008
1133-5165|Interdisciplinar|Ludus Vitalis|B2|2008
1415-8604|Interdisciplinar|Lugar Comum (UFRJ)|B4|2008
0103-9512|Interdisciplinar|Lumen (Recife)|B4|2008
1516-1285|Interdisciplinar|Lumen (São Paulo)|B4|2008
1981-4097|Interdisciplinar|Lumiar (UEPG)|B4|2008

1516-0785|Interdisciplinar|Lumina (Juiz de Fora, Cessou em 2006)|B4|2008
1981-4070||Lumina (Juiz de Fora. Online)|B4|2008

1981-4070|Interdisciplinar|Lumina (UFJF. Online)|B4|2008
1519-745X|Interdisciplinar|Luminária (União da Vitória)|B5|2008
1676-6180|Interdisciplinar|Lundiana (UFMG)|B4|2008
0874-8640|Interdisciplinar|Lusíada. Revista de Ciência e Cultura|B1|2008
0931-9484|Interdisciplinar|Lusorama|B1|2008
1257-0273|Interdisciplinar|Lusotopie (Paris)|B1|2008
1980-8100|Interdisciplinar|Lutas & Resistências|C |2008
1769-7298|Interdisciplinar|M@ppemonde (En ligne)|B2|2008
1862-832X|Interdisciplinar|Macromolecular Reaction Engineering (Print)|A2|2008
1022-1360|Interdisciplinar|Macromolecular Symposia|B3|2008
0024-9297|Interdisciplinar|Macromolecules (Print)|A1|2008
1679-0952|Interdisciplinar|Maestria (Sete Lagoas)|C |2008
1676-7748|Interdisciplinar|Magis. Cadernos de Fé e Cultura|B5|2008
0102-5333|Interdisciplinar|Magistra|B4|2008
0749-1581|Interdisciplinar|Magnetic Resonance in Chemistry|B1|2008
0899-5729|Interdisciplinar|Maintenance Technology|B4|2008
0025-1461|Interdisciplinar|Mammalia (Paris)|B1|2008
1616-5047|Interdisciplinar|Mammalian Biology (Print)|B1|2008
0104-9313|Interdisciplinar|Mana (UFRJ. Impresso)|A2|2008
0025-1747|Interdisciplinar|Management Decision|B1|2008
1477-7835|Interdisciplinar|Management of Environmental Quality|B1|2008
1517-0241|Interdisciplinar|Mandrágora (São Bernardo do Campo)|B4|2008
0100-6045|Interdisciplinar|Manuscrito (UNICAMP)|B1|2008

0749-3878|Interdisciplinar|Mapping Sciences and Remote Sensing (Cessou em 2003)|B3|2008
1548-1603||GIScience and Remote Sensing|B3|2008

1982-2987|Interdisciplinar|Maquinações (UEL)|B4|2008
0025-2700|Interdisciplinar|Maquinas e Metais|B3|2008
1806-2121|Interdisciplinar|Marco Social (Rio de Janeiro)|C |2008
0103-8915|Interdisciplinar|Margem (PUCSP)|B3|2008
1678-7684|Interdisciplinar|Margem Esquerda|B3|2008
1806-0560|Interdisciplinar|Margens (UFPA)|B4|2008
1323-1650|Interdisciplinar|Marine and Freshwater Research|A2|2008
0025-3162|Interdisciplinar|Marine Biology (Berlin)|A2|2008
0173-9565|Interdisciplinar|Marine Ecology (Berlin)|A2|2008
0171-8630|Interdisciplinar|Marine Ecology. Progress Series (Halstenbek)|A1|2008
0141-1136|Interdisciplinar|Marine Environmental Research|A1|2008
0025-3227|Interdisciplinar|Marine Geology (Print)|A1|2008
0824-0469|Interdisciplinar|Marine Mammal Science|A2|2008
0025-326X|Interdisciplinar|Marine Pollution Bulletin.|A1|2008
0327-9383|Interdisciplinar|Mastozoología Neotropical (Impresa)|B2|2008

0101-8205|Interdisciplinar|Matemática Aplicada e Computacional (Cessou em 1997)|B1|2008
1807-0302||Computational & Applied Mathematics|B1|2008

1517-7076|Interdisciplinar|Matéria (UFRJ)|B3|2008
0264-1275|Interdisciplinar|Materials & Design|B3|2008
1044-5803|Interdisciplinar|Materials Characterization|A2|2008
0254-0584|Interdisciplinar|Materials Chemistry and Physics|A2|2008
0025-5327|Interdisciplinar|Materials Evaluation|B1|2008
0167-577X|Interdisciplinar|Materials Letters (General ed.)|A1|2008
1516-1439|Interdisciplinar|Materials Research (São Carlos. Impresso)|B1|2008
0272-9172|Interdisciplinar|Materials Research Society Symposia Proceedings|C |2008
0921-5093|Interdisciplinar|Materials Science & Engineering. A, Structural Materials: properties, microstructure and processing|A1|2008
0928-4931|Interdisciplinar|Materials Science & Engineering. C, Biomimetic Materials, Sensors and Systems (Print)|A1|2008
0255-5476|Interdisciplinar|Materials Science Forum|B1|2008
1066-7857|Interdisciplinar|Materials Technology (New York, N.Y.)|B1|2008
0895-7177|Interdisciplinar|Mathematical and Computer Modelling|A2|2008
0025-5564|Interdisciplinar|Mathematical Biosciences|A2|2008
1477-8599|Interdisciplinar|Mathematical Medicine and Biology (Print)|B1|2008
0170-4214|Interdisciplinar|Mathematical Methods in the Applied Sciences|B1|2008
1024-123X|Interdisciplinar|Mathematical Problems in Engineering (Print)|A2|2008
0025-5610|Interdisciplinar|Mathematical Programming|A1|2008
0378-4754|Interdisciplinar|Mathematics and Computers in Simulation (Print)|B1|2008
1414-7165|Interdisciplinar|Matraga (Rio de Janeiro)|B1|2008
1982-2073|Interdisciplinar|Matrizes (USP. Impresso)|B2|2008
0378-5122|Interdisciplinar|Maturitas (Amsterdam)|A2|2008
0932-4194|Interdisciplinar|MCSS. Mathematics of Control, Signals and Systems|A2|2008
0167-6636|Interdisciplinar|Mechanics of Materials (Print)|A2|2008
0093-6413|Interdisciplinar|Mechanics Research Communications|A2|2008
0047-6374|Interdisciplinar|Mechanisms of Ageing and Development (Print)|A1|2008
0399-077X|Interdisciplinar|Médecine et Maladies Infectieuses|B1|2008
0306-9877|Interdisciplinar|Medical Hypotheses|B1|2008
1369-3786|Interdisciplinar|Medical Mycology (Oxford. Print)|A2|2008
0094-2405|Interdisciplinar|Medical Physics (Lancaster)|A1|2008
0885-1158|Interdisciplinar|Medical Problems of Performing Artists|B1|2008
0025-7680|Interdisciplinar|Medicina (Buenos Aires)|B1|2008
0076-6046|Interdisciplinar|Medicina (USP.FMRP)|B3|2008
0103-5894|Interdisciplinar|Medicina de Reabilitação|B4|2008

1137-2834|Interdisciplinar|Medicina Oral (Cessou em 2004)|B3|2008

1698-4447|Interdisciplinar|Medicina Oral, Patología Oral y Cirugía Bucal (Ed. impresa)|B2|2008
0465-546X|Interdisciplinar|Medicina y Seguridad del Trabajo|B5|2008
0025-7974|Interdisciplinar|Medicine (Baltimore, Md.)|A1|2008
0723-1393|Interdisciplinar|Medicine and Law|B2|2008
0195-9131|Interdisciplinar|Medicine and Science in Sports and Exercise|A1|2008
1576-6462|Interdisciplinar|Medio Ambiente y Comportamiento Humano|B3|2008
1808-3773|Interdisciplinar|Megadiversidade (Belo Horizonte)|B4|2008
1806-650X|Interdisciplinar|Meio Ambiente Industrial (São Paulo)|B5|2008
0101-3327|Interdisciplinar|Meio e Mensagem|C |2008
1611-7557|Interdisciplinar|Meiofauna Marina|B4|2008
0960-8931|Interdisciplinar|Melanoma Research|B1|2008
0077-8931|Interdisciplinar|Memoirs of the New York Botanical Garden|B2|2008
1676-1669|Interdisciplinar|Memorandum (Belo Horizonte)|B2|2008
1806-3802|Interdisciplinar|Memória & Caminhada (UCB)|B4|2008
0186-1395|Interdisciplinar|Memoria - CEMOS (Impresa)|C |2008
7192-4345|Interdisciplinar|Memória e Patrimônio: Ensaios sobre Diversidade Cultural|C |2008
0122-5197|Interdisciplinar|Memoria y Sociedad|B4|2008
0074-0276|Interdisciplinar|Memórias do Instituto Oswaldo Cruz (Impresso)|A2|2008
1678-8060|Interdisciplinar|Memórias do Instituto Oswaldo Cruz (Online)|B1|2008

0870-0397|Interdisciplinar|Memórias e Notícias (Nova Série, Publicação do Departamento de Ciências da Terra e do Museu Mineralógico e Geológico da Universidade de Coimbra)|C |2008

1072-3714|Interdisciplinar|Menopause (New York, N.Y.)|A2|2008
1807-2534|Interdisciplinar|Mens Juris (Uberlândia)|C |2008
1981-6243|Interdisciplinar|Mensagem Doce (Associação Paulista de Apicultores, Criadores de Abelhas Melificas Européias)|C |2008
0120-3290|Interdisciplinar|Mercatec (Medellín)|C |2008
1984-2201|Interdisciplinar|Mercator (Fortaleza. Online)|C |2008
1676-8329|Interdisciplinar|Mercator (UFC)|B4|2008
1518-1219|Interdisciplinar|Meridiano 47 (UnB)|B4|2008
0885-7490|Interdisciplinar|Metabolic Brain Disease|B1|2008
0026-0495|Interdisciplinar|Metabolism, Clinical and Experimental (Print)|A2|2008
1980-4474|Interdisciplinar|Metáforas Record|B3|2008
0026-0576|Interdisciplinar|Metal Finishing|B3|2008
0793-0291|Interdisciplinar|Metal-Based Drugs|B4|2008
0970-423X|Interdisciplinar|Metals Materials and Processes|B4|2008
0104-0898|Interdisciplinar|Metalurgia & Materiais|B3|2008
0941-2948|Interdisciplinar|Meteorologische Zeitschrift (Berlin)|B1|2008
0177-7971|Interdisciplinar|Meteorology and Atmospheric Physics (Print)|B1|2008
1677-0706|Interdisciplinar|Métis (UCS)|B3|2008

0860-8229|Interdisciplinar|Metrology and Measuring Systems|B4|2008
0860-8229|Interdisciplinar|Metrologia i Systemy Pomiarowe|B4|2008

1518-0972|Interdisciplinar|Metrópolis em Revista (Curitiba)|C |2008
1983-3687|Interdisciplinar|MG. Biota|B5|2008
1286-4579|Interdisciplinar|Microbes and Infection|A2|2008
1076-6294|Interdisciplinar|Microbial Drug Resistance (Larchmont, N.Y.)|C |2008
0095-3628|Interdisciplinar|Microbial Ecology|A1|2008
0944-5013|Interdisciplinar|Microbiological Research (Print)|A2|2008
|Interdisciplinar|Microbiology Australia|C |2008
0026-265X|Interdisciplinar|Microchemical Journal (Print)|A1|2008

0026-2692|Interdisciplinar|Microelectronics (Luton, Cessou em 1978)|B1|2008
0959-8324||Microelectronics Journal|B1|2008

0047-7206|Interdisciplinar|Micron (London. 1969, Cessou em 1983)|B4|2008
0739-6260||Micron and Microscopica Acta|B4|2008

0968-4328|Interdisciplinar|Micron (Oxford. 1993)|A2|2008
1431-9276|Interdisciplinar|Microscopy and Microanalysis (Print)|A1|2008
0738-1085|Interdisciplinar|Microsurgery|B1|2008
1665-8906|Interdisciplinar|Migraciones Internacionales|B2|2008
1678-6270|Interdisciplinar|Migrâneas & Cefaléias|B5|2008
1436-5073|Interdisciplinar|Mikrochimica Acta (1966. Internet)|B4|2008
0026-3672|Interdisciplinar|Mikrochimica Acta (1966. Print)|A2|2008
0102-065X|Interdisciplinar|Minas Gerais. Suplemento Literário|B4|2008
0950-6098|Interdisciplinar|Mineral Resources Engineering|B2|2008
0026-4598|Interdisciplinar|Mineralium Deposita|B1|2008
0892-6875|Interdisciplinar|Minerals Engineering|A2|2008
0026-4970|Interdisciplinar|Minerva Stomatologica (Testo stampato)|B3|2008
1389-5575|Interdisciplinar|Mini-Reviews in Medical Chemistry|A2|2008
1676-5818|Interdisciplinar|Mirabilia (Vitória. Online)|B5|2008
0328-5685|Interdisciplinar|Miradas (Buenos Aires)|B5|2008
1381-2386|Interdisciplinar|Mitigation and Adaptation Strategies for Global Change|B4|2008
0538-4680|Interdisciplinar|Mitteilungen - Internationale Vereinigung fur Theoretische und Angewandte Limnologie|B5|2008
1518-3394|Interdisciplinar|Mneme (Caicó. Online)|B4|2008
1698-109X|Interdisciplinar|Mnemòsine (Barcelona)|B5|2008
0764-583X|Interdisciplinar|Modélisation Mathématique et Analyse Numérique (Imprimé)|B1|2008
0217-7323|Interdisciplinar|Modern Physics Letters A|B1|2008
0166-6851|Interdisciplinar|Molecular and Biochemical Parasitology (Print)|A2|2008
0300-8177|Interdisciplinar|Molecular and Cellular Biochemistry|A2|2008
1380-3743|Interdisciplinar|Molecular Breeding|A2|2008
0962-1083|Interdisciplinar|Molecular Ecology (Print)|A1|2008
1471-8286|Interdisciplinar|Molecular Ecology Notes (Online)|B1|2008
1471-8278|Interdisciplinar|Molecular Ecology Notes (Print)|A2|2008
0161-5890|Interdisciplinar|Molecular Immunology|A2|2008
1613-4125|Interdisciplinar|Molecular Nutrition & Food Research (Print)|A1|2008
1055-7903|Interdisciplinar|Molecular Phylogenetics and Evolution (Print)|A1|2008
0894-0282|Interdisciplinar|Molecular Plant-Microbe Interactions|A1|2008
1359-4184|Interdisciplinar|Molecular Psychiatry|A1|2008
0892-7022|Interdisciplinar|Molecular Simulation (Print)|B1|2008
1090-0535|Interdisciplinar|Molecular Vision|A2|2008
1420-3049|Interdisciplinar|Molecules (Basel. Online)|B1|2008
0035-8711|Interdisciplinar|Monthly Notices of the Royal Astronomical Society (Print)|A1|2008
0027-0644|Interdisciplinar|Monthly Weather Review|A2|2008
1676-2924|Interdisciplinar|Morpheus (UNIRIO. Online)|B4|2008
1982-1913|Interdisciplinar|Mosaico : Estudos em Psicologia (UFMG. Impresso)|B3|2008
0103-4111|Interdisciplinar|Motrivivencia (UFS)|B5|2008
0885-3185|Interdisciplinar|Movement Disorders|A1|2008
1517-199X|Interdisciplinar|Movendo Idéias (UNAMA)|B5|2008
0104-754X|Interdisciplinar|Movimento (UFRGS. Impresso)|B2|2008
1366-8714|Interdisciplinar|MP. Molecular Pathology (Cessou em 2003)|B2|2008
1519-8820|Interdisciplinar|Mulher e Trabalho (Porto Alegre)|B5|2008
1413-8972|Interdisciplinar|Multiciência (ASSER)|B5|2008
1806-2946|Interdisciplinar|Multiciência (UNICAMP)|B3|2008
1679-5970|Interdisciplinar|Múltiplas Faces da Região|C |2008
1540-3459|Interdisciplinar|Multiscale Modeling & Simulation (Print)|A2|2008
1414-512X|Interdisciplinar|Multitemas (UCDB)|B4|2008
1518-0611|Interdisciplinar|Mundo & Vida (UFF)|B4|2008
1807-8095|Interdisciplinar|MundoPM (Curitiba)|C |2008
1807-6149|Interdisciplinar|Musas (IPHAN)|B3|2008
1698-1065|Interdisciplinar|Museos.es (Madrid)|C |2008
0027-5107|Interdisciplinar|Mutation Research (Print)|A1|2008
1383-5718|Interdisciplinar|Mutation Research. Genetic Toxicology and Environmental Mutagenesis|A2|2008
1817-101X|Interdisciplinar|My Rehovot|C |2008
0953-7562|Interdisciplinar|Mycological Research (Print)|A2|2008
0301-486X|Interdisciplinar|Mycopathologia (1975. Print)|B1|2008
0940-6360|Interdisciplinar|Mycorrhiza (Berlin)|A2|2008
0093-4666|Interdisciplinar|Mycotaxon|B1|2008
1645-8338|Interdisciplinar|Nada (Lisboa)|C |2008

1000-2022|Interdisciplinar|Journal of Nanjing Institute of Meteorology|B5|2008
1000-2022|Interdisciplinar|Nanjing Qixiang Xueyuan Xuebao|B5|2008

1530-6984|Interdisciplinar|Nano Letters (Print)|A1|2008
1871-4757|Interdisciplinar|NanoEthics|C |2008
0957-4484|Interdisciplinar|Nanotechnology (Bristol. Print)|A1|2008
1555-9475|Interdisciplinar|Natural Product Communications (Online)|B2|2008
1478-6419|Interdisciplinar|Natural Product Research (Print)|B1|2008
0165-0203|Interdisciplinar|Natural Resources Forum (Print)|A2|2008
0077-6092|Interdisciplinar|Natural Resources Research|B3|2008
0028-0836|Interdisciplinar|Nature (London)|A1|2008
1087-0156|Interdisciplinar|Nature Biotechnology (Print)|A1|2008
1471-0056|Interdisciplinar|Nature Reviews. Genetics (Print)|A1|2008
1240-1307|Interdisciplinar|Natures Sciences Sociétés|B1|2008
1679-0073|Interdisciplinar|Natureza & Conservação|B3|2008

1517-2430|Interdisciplinar|Natureza Humana (Cessou em 2008)|B2|2008
2175-2834||Natureza Humana (Online)|B2|2008

0028-1298|Interdisciplinar|Naunyn-Schmiedeberg's Archives of Pharmacology|B1|2008
0104-6497|Interdisciplinar|Nauplius|B4|2008
1989-211X|Interdisciplinar|Naveg@merica (Murcia)|B5|2008
0102-2997|Interdisciplinar|Nematologia Brasileira|B3|2008
1809-5348|Interdisciplinar|Neodiversity (Feira de Santana)|B4|2008
0548-1686|Interdisciplinar|Neotrópica|B3|2008
1809-9939|Interdisciplinar|Neotropical Biology and Conservation|B4|2008
1519-566X|Interdisciplinar|Neotropical Entomology (Impresso)|B1|2008
1679-6225|Interdisciplinar|Neotropical Ichthyology (Impresso)|A2|2008
1413-4705|Interdisciplinar|Neotropical Primates|B3|2008
1679-8252|Interdisciplinar|Nethistória (Brasília)|C |2008
0941-0643|Interdisciplinar|Neural Computing & Applications (Print)|B1|2008
0028-3800|Interdisciplinar|Neurobiologia (Recife. Impresso)|B4|2008
0969-9961|Interdisciplinar|Neurobiology of Disease|A1|2008
1074-7427|Interdisciplinar|Neurobiology of Learning and Memory (Print)|A1|2008
0364-3190|Interdisciplinar|Neurochemical Research|A2|2008
0197-0186|Interdisciplinar|Neurochemistry International|A2|2008
1807-1058|Interdisciplinar|Neurociências (Rio de Janeiro)|B5|2008
0925-2312|Interdisciplinar|Neurocomputing (Amsterdam)|A2|2008
0028-3835|Interdisciplinar|Neuroendocrinology (Basel)|A2|2008
1053-8119|Interdisciplinar|NeuroImage (Orlando, Fla. Print)|A1|2008
1021-7401|Interdisciplinar|Neuroimmunomodulation (Basel)|B1|2008
0896-6273|Interdisciplinar|Neuron (Cambridge, Mass.)|A1|2008
0143-4179|Interdisciplinar|Neuropeptides (Edinburgh)|B1|2008
0028-3908|Interdisciplinar|Neuropharmacology|A2|2008

1176-6328|Interdisciplinar|Neuropsychiatric Disease and Treatment (Cessou em 2008)|B3|2008
1178-2021||Neuropsychiatric Disease and Treatment (Online)|B3|2008

1385-4046|Interdisciplinar|Neuropsychology, Development, and Cognition. D, Clinical Neuropsychologist|B1|2008
0306-4522|Interdisciplinar|Neuroscience|A2|2008
0304-3940|Interdisciplinar|Neuroscience Letters (Print)|A2|2008
1029-8428|Interdisciplinar|Neurotoxicity Research|A2|2008
0161-813X|Interdisciplinar|Neurotoxicology (Park Forest South)|A2|2008
0169-4286|Interdisciplinar|New Forests|B1|2008
1367-2630|Interdisciplinar|New Journal of Physics|A2|2008
1470-8515|Interdisciplinar|New Working Paper Series - LSE Gender Institute|B4|2008
0114-0671|Interdisciplinar|New Zealand Journal of Crop and Horticultural Science|B1|2008
0104-8384|Interdisciplinar|Newslab|C |2008
0037-9735|Interdisciplinar|Newsletter - Society for Historical Archaeology|B1|2008
1462-2203|Interdisciplinar|Nicotine & Tobacco Research|B1|2008
0939-4753|Interdisciplinar|NMCD. Nutrition Metabolism and Cardiovascular Diseases (Testo Stampato)|A2|2008
1021-9722|Interdisciplinar|NoDEA. Nonlinear Differential Equations and Applications (Printed ed.)|B1|2008
0121-7550|Interdisciplinar|Nómadas (Bogotá)|B5|2008
1578-6730|Interdisciplinar|Nómadas (Madrid)|B4|2008
1517-3453|Interdisciplinar|Nonada (Porto Alegre)|B3|2008
0362-546X|Interdisciplinar|Nonlinear Analysis|A2|2008
0924-090X|Interdisciplinar|Nonlinear Dynamics|A2|2008
1023-5809|Interdisciplinar|Nonlinear Processes in Geophysics|A2|2008
0942-5608|Interdisciplinar|Nonlinear World|B5|2008
1676-5141|Interdisciplinar|Nós da Escola|B4|2008
0103-6777|Interdisciplinar|Nossa América|B4|2008
1808-7191|Interdisciplinar|Nosso Clínico|B5|2008

1415-0026|Interdisciplinar|Notas Técnicas da FACIMAR (Cessou em 2004)|B4|2008

0770-2019|Interdisciplinar|Notes Fauniques de Gembloux (Cessou em 2007)|B4|2008
2030-6318||Entomologie Faunistique|B4|2008

0329-0735|Interdisciplinar|Noticias de Antropología y Arqueología|B4|2008
0103-6351|Interdisciplinar|Nova Economia (UFMG. Impresso)|B2|2008
0103-0116|Interdisciplinar|Nova Escola|B4|2008
0328-3534|Interdisciplinar|Novedades Educativas|B4|2008
1055-3177|Interdisciplinar|Novon (Saint Louis, Mo.)|B1|2008
1516-6481|Interdisciplinar|Novos Cadernos NAEA|B3|2008
0101-3300|Interdisciplinar|Novos Estudos CEBRAP (Impresso)|A2|2008

1413-2117|Interdisciplinar|Novos Estudos Jurídicos (UNIVALI, Cessou em 2007)|B4|2008
2175-0491||Novos Estudos Jurídicos (Online)|B4|2008

0168-9002|Interdisciplinar|Nuclear Instruments & Methods in Physics Research. Section A, Accelerators, Spectrometers, Detectors and Associated Equipment (Print)|A2|2008
0168-583X|Interdisciplinar|Nuclear Instruments & Methods in Physics Research. Section B, Beam Interactions with Materials and Atoms (Print)|A2|2008
0375-9474|Interdisciplinar|Nuclear Physics. A (Print)|B1|2008
0550-3213|Interdisciplinar|Nuclear Physics. B (Print)|A2|2008
0029-5639|Interdisciplinar|Nuclear Science and Engineering|A2|2008
0305-1048|Interdisciplinar|Nucleic Acids Research|A1|2008
0251-3552|Interdisciplinar|Nueva Sociedad|B1|2008
0325-6960|Interdisciplinar|Nuevamérica (Buenos Aires)|B3|2008
1626-0252|Interdisciplinar|Nuevo Mundo-Mundos Nuevos|B2|2008
1017-1398|Interdisciplinar|Numerical Algorithms|B1|2008
1040-7782|Interdisciplinar|Numerical Heat Transfer. Part A, Applications|A2|2008
1040-7790|Interdisciplinar|Numerical Heat Transfer. Part B, Fundamentals|B1|2008
1004-8979|Interdisciplinar|Numerical Mathematics|B3|2008
0749-159X|Interdisciplinar|Numerical Methods for Partial Differential Equations (Print)|B1|2008
0029-599X|Interdisciplinar|Numerische Mathematik|A2|2008
