issn|area|titulo|estrato|classificacao
0007-196X|INTERDISCIPLINAR|Brittonia (Bronx, N.Y.)|B2|Atualizada em 2012
0360-1323|INTERDISCIPLINAR|Building and Environment|A1|Atualizada em 2012
1678-7544|INTERDISCIPLINAR|Bulletin Brazilian Mathematical Society|A2|Atualizada em 2012
0753-2601|INTERDISCIPLINAR|Bulletin de Droit Comparé du Travail et de la Sécurité Sociale|B5|Atualizada em 2012
0004-5322|INTERDISCIPLINAR|Bulletin de l'Association de Géographes Français|B1|Atualizada em 2012
0037-9085|INTERDISCIPLINAR|Bulletin de la Société de Pathologie Exotique|B2|Atualizada em 2012
0250-4693|INTERDISCIPLINAR|Bulletin du Groupement International pour la Recherche Scientifique en Stomatologie & Odontologie|B4|Atualizada em 2012
0007-4861|INTERDISCIPLINAR|Bulletin of Environmental Contamination and Toxicology|A2|Atualizada em 2012
0261-3050|INTERDISCIPLINAR|Bulletin of Latin American Research|A1|Atualizada em 2012
0007-4977|INTERDISCIPLINAR|Bulletin of Marine Science|B1|Atualizada em 2012
0092-8240|INTERDISCIPLINAR|Bulletin of Mathematical Biology|A2|Atualizada em 2012
0003-0007|INTERDISCIPLINAR|Bulletin of the American Meteorological Society|A1|Atualizada em 2012
0096-3402|INTERDISCIPLINAR|Bulletin of the Atomic Scientists|B1|Atualizada em 2012
0097-0298|INTERDISCIPLINAR|Bulletin of the Biological Society of Washington|B3|Atualizada em 2012
0012-9623|INTERDISCIPLINAR|Bulletin of the Ecological Society of America|B4|Atualizada em 2012
0042-9686|INTERDISCIPLINAR|Bulletin of the World Health Organization|A1|Atualizada em 2012
1011-999X|INTERDISCIPLINAR|Bulletin Signalétique - Institut National Agronomique el Harrach|B4|Atualizada em 2012
0305-4179|INTERDISCIPLINAR|Burns (Oxford)|B1|Atualizada em 2012
0102-3543|INTERDISCIPLINAR|C&T. Revista Militar de Ciência e Tecnologia|B3|Atualizada em 2012
0213-8093|INTERDISCIPLINAR|C.I.R.I.E.C. España|B1|Atualizada em 2012
1677-2334|INTERDISCIPLINAR|Caderno Brasileiro de Ensino de Física|B1|Atualizada em 2012
0103-4979|INTERDISCIPLINAR|Caderno CRH (UFBA. Impresso)|A2|Atualizada em 2012
1983-3113|INTERDISCIPLINAR|Caderno da ... Jornada do Centro Internacional de Estudos Peirceanos|B5|Atualizada em 2012
0103-2666|INTERDISCIPLINAR|Caderno de Cultura do Estudante (UFS)|B5|Atualizada em 2012
1984-2104|INTERDISCIPLINAR|Caderno de Debates Refúgio, Migrações e Cidadania|C|Atualizada em 2012
1679-0278|INTERDISCIPLINAR|Caderno de Estatísticas Sócio-Econômicas|C|Atualizada em 2012
0103-8427|INTERDISCIPLINAR|Caderno de Geografia (PUCMG. Impresso)|B3|Atualizada em 2012
1809-1644|INTERDISCIPLINAR|Caderno de Gestão & Regionalidade|B5|Atualizada em 2012
1679-3501|INTERDISCIPLINAR|Caderno de Idéias|B5|Atualizada em 2012
1980-6272|INTERDISCIPLINAR|Caderno de Iniciação à Pesquisa (UNIVILLE)|B5|Atualizada em 2012
1679-9828|INTERDISCIPLINAR|Caderno de Iniciação Científica - FAE Business School|C|Atualizada em 2012
1806-5414|INTERDISCIPLINAR|Caderno de Pesquisa do Programa de Mestrado Profissionalizante em Gestão de Políticas Públicas (UNIVALI)|C|Atualizada em 2012
1677-5600|INTERDISCIPLINAR|Caderno de Pesquisa. Série Biologia (UNISC)|B4|Atualizada em 2012
1983-0920|INTERDISCIPLINAR|Caderno de Resumos (Seminário Internacional Archai)|C|Atualizada em 2012
1676-7411|INTERDISCIPLINAR|Caderno Didático Institucional (UNICRUZ)|B5|Atualizada em 2012
1982-9876|INTERDISCIPLINAR|Caderno do Neder|B5|Atualizada em 2012
1981-3082|INTERDISCIPLINAR|Caderno Espaço Feminino|B3|Atualizada em 2012
1516-6600|INTERDISCIPLINAR|Caderno Pedagógico (Lajeado. Impresso)|B4|Atualizada em 2012
1413-4551|INTERDISCIPLINAR|Caderno Prudentino de Geografia|B1|Atualizada em 2012
1806-9142|INTERDISCIPLINAR|Caderno Seminal Digital (Rio de Janeiro)|B2|Atualizada em 2012
1519-583X|INTERDISCIPLINAR|Caderno Sustentar|B5|Atualizada em 2012
1809-2624|INTERDISCIPLINAR|Caderno Universitário de História (UFRJ)|C|Atualizada em 2012
1677-6976|INTERDISCIPLINAR|Caderno Virtual de Turismo (UFRJ)|B2|Atualizada em 2012
1980-329X|INTERDISCIPLINAR|Cadernos - Centro Universitário São Camilo|B5|Atualizada em 2012
0103-5142|INTERDISCIPLINAR|Cadernos ABESS|B4|Atualizada em 2012
1519-0951|INTERDISCIPLINAR|Cadernos ADENAUER (São Paulo)|B2|Atualizada em 2012
1677-3802|INTERDISCIPLINAR|Cadernos ANPAE|B4|Atualizada em 2012
0104-9119|INTERDISCIPLINAR|Cadernos ANPEd|C|Atualizada em 2012
1677-9010|INTERDISCIPLINAR|Cadernos Aslegis|B5|Atualizada em 2012
1984-2147|INTERDISCIPLINAR|Cadernos Brasileiros de Saúde Mental|B5|Atualizada em 2012
1518-0395|INTERDISCIPLINAR|Cadernos Camilliani|B3|Atualizada em 2012
1679-4613|INTERDISCIPLINAR|Cadernos Cáritas|C|Atualizada em 2012
0101-3262|INTERDISCIPLINAR|Cadernos CEDES|A2|Atualizada em 2012
1808-9631|INTERDISCIPLINAR|Cadernos CENPEC|B5|Atualizada em 2012
1413-4519|INTERDISCIPLINAR|Cadernos Ceru (USP)|B2|Atualizada em 2012
1809-0451|INTERDISCIPLINAR|Cadernos da AMEPE|B5|Atualizada em 2012
1678-2933|INTERDISCIPLINAR|Cadernos da Escola de Direito e Relações Internacionais da UniBrasil|B5|Atualizada em 2012
1807-8206|INTERDISCIPLINAR|Cadernos da Escola de Educação da Unibrasil|B5|Atualizada em 2012
1676-8450|INTERDISCIPLINAR|Cadernos da Escola do Legislativo|B3|Atualizada em 2012
1983-1129|INTERDISCIPLINAR|Cadernos de Avaliação Institucional (Anápolis)|C|Atualizada em 2012
0104-0804|INTERDISCIPLINAR|Cadernos de Bioética (PUCMG)|B4|Atualizada em 2012
0104-5679|INTERDISCIPLINAR|Cadernos de Campo (USP. 1991)|B3|Atualizada em 2012
0104-1096|INTERDISCIPLINAR|Cadernos de Ciência & Tecnologia|B3|Atualizada em 2012
1808-3102|INTERDISCIPLINAR|Cadernos de Ciências Sociais Aplicadas (UESB)|B3|Atualizada em 2012
1413-5647|INTERDISCIPLINAR|Cadernos de Comunicação do Cone Sul|C|Atualizada em 2012
1980-5861|INTERDISCIPLINAR|Cadernos de Cultura e Ciência (URCA)|B4|Atualizada em 2012
1415-3939|INTERDISCIPLINAR|Cadernos de Economia (Unochapecó. Impresso)|C|Atualizada em 2012
1679-6349|INTERDISCIPLINAR|Cadernos de Educação (Duque de Caxias)|B5|Atualizada em 2012
0104-1371|INTERDISCIPLINAR|Cadernos de Educação (UFPel)|B1|Atualizada em 2012
1415-5133|INTERDISCIPLINAR|Cadernos de Educação (UNIC)|B5|Atualizada em 2012
1677-0277|INTERDISCIPLINAR|Cadernos de Educação Escolar Indígena|B4|Atualizada em 2012
0103-0000|INTERDISCIPLINAR|Cadernos de Educacao Especial|B4|Atualizada em 2012
1678-2852|INTERDISCIPLINAR|Cadernos de Ensaios e Pesquisas (UFF)|B5|Atualizada em 2012
1808-0758|INTERDISCIPLINAR|Cadernos de Estudos - Secretaria de Avaliação e Gestão da Informação|B4|Atualizada em 2012
1679-4893|INTERDISCIPLINAR|Cadernos de Estudos Avançados|B4|Atualizada em 2012
1517-5758|INTERDISCIPLINAR|Cadernos de Estudos e Pesquisas (Universidade Salgado Oliveira)|B5|Atualizada em 2012
0102-4248|INTERDISCIPLINAR|Cadernos de Estudos Sociais|B3|Atualizada em 2012
1517-0128|INTERDISCIPLINAR|Cadernos de Ética e Filosofia Política (USP)|B2|Atualizada em 2012
1808-5520|INTERDISCIPLINAR|Cadernos de Extensão (UFRR)|C|Atualizada em 2012
1413-7860|INTERDISCIPLINAR|Cadernos de Filosofia Alemã|B2|Atualizada em 2012
2175-3962|INTERDISCIPLINAR|Cadernos de Formação RBCE|B4|Atualizada em 2012
1807-9415|INTERDISCIPLINAR|Cadernos de Gênero e Tecnologia (CEFET/PR)|B5|Atualizada em 2012
1980-1785|INTERDISCIPLINAR|Cadernos de Graduação - Ciências Humanas e Sociais (UNIT)|B5|Atualizada em 2012
1980-1769|INTERDISCIPLINAR|Cadernos de Graduação de Ciências Biológicas e da Saúde|C|Atualizada em 2012
1980-0339|INTERDISCIPLINAR|Cadernos de História (UFOP. Mariana)|B4|Atualizada em 2012
1807-3859|INTERDISCIPLINAR|Cadernos de História da Educação (UFU. Impresso)|B1|Atualizada em 2012
1519-132X|INTERDISCIPLINAR|Cadernos de Informática (UFRGS)|B3|Atualizada em 2012
1413-053X|INTERDISCIPLINAR|Cadernos de Letras da UFF|B1|Atualizada em 2012
2179-6963|INTERDISCIPLINAR|Cadernos de Memória, Linguagens e Ensino|C|Atualizada em 2012
0100-1574|INTERDISCIPLINAR|Cadernos de Pesquisa (Fundação Carlos Chagas. Impresso)|B1|Atualizada em 2012
0103-9180|INTERDISCIPLINAR|Cadernos de Pesquisa (UFES)|B4|Atualizada em 2012
0102-4175|INTERDISCIPLINAR|Cadernos de Pesquisa (UFMA)|B4|Atualizada em 2012
1983-5698|INTERDISCIPLINAR|Cadernos de Pesquisa das Faculdades IBTA e Uirapuru Superior|B5|Atualizada em 2012
1981-3090|INTERDISCIPLINAR|Cadernos de Pesquisa do CDHIS|B4|Atualizada em 2012
2176-8641|INTERDISCIPLINAR|Cadernos de Pesquisa ECUS|C|Atualizada em 2012
1678-7730|INTERDISCIPLINAR|Cadernos de Pesquisa Interdisciplinar em Ciências Humanas (UFSC)|B2|Atualizada em 2012
1808-3137|INTERDISCIPLINAR|Cadernos de Pesquisas em Linguística (PUCRS)|B3|Atualizada em 2012
1809-4139|INTERDISCIPLINAR|Cadernos de Pós Graduação em Distúrbios do Desenvolvimento|B4|Atualizada em 2012
1516-0793|INTERDISCIPLINAR|Cadernos de Pós-Graduação|B5|Atualizada em 2012
1518-7322|INTERDISCIPLINAR|Cadernos de Pos-Graduacao em Administracao de Empresas|B5|Atualizada em 2012
1519-0307|INTERDISCIPLINAR|Cadernos de Pos-Graduacao em Disturbios do Desenvolvimento|B5|Atualizada em 2012
1519-776X|INTERDISCIPLINAR|Cadernos de Pos-Graduacao em Educacao, Arte e Historia da Cultura|B4|Atualizada em 2012
1518-904X|INTERDISCIPLINAR|Cadernos de Pos-Graduacao em Engenharia Eletrica|B5|Atualizada em 2012
1676-6679|INTERDISCIPLINAR|Cadernos de Pos-Graduacao en Arquitetura e Urbanismo|B5|Atualizada em 2012
1983-1358|INTERDISCIPLINAR|Cadernos de Prospecção|C|Atualizada em 2012
1413-6295|INTERDISCIPLINAR|Cadernos de Psicanálise (Círculo Psicanalítico/RJ)|B1|Atualizada em 2012
1516-3717|INTERDISCIPLINAR|Cadernos de Psicologia Social do Trabalho (USP)|B2|Atualizada em 2012
0102-311X|INTERDISCIPLINAR|Cadernos de Saúde Pública (ENSP. Impresso)|A2|Atualizada em 2012
1807-9512|INTERDISCIPLINAR|Cadernos de Sistemas de Informação (FAL)|C|Atualizada em 2012
1809-1814|INTERDISCIPLINAR|Cadernos de Sociologia e Política|B4|Atualizada em 2012
1646-3714|INTERDISCIPLINAR|Cadernos de Sociomuseologia|B4|Atualizada em 2012
0104-4931|INTERDISCIPLINAR|Cadernos de Terapia Ocupacional da UFSCar|B2|Atualizada em 2012
1808-6780|INTERDISCIPLINAR|Cadernos Direito GV|B5|Atualizada em 2012
0103-6041|INTERDISCIPLINAR|Cadernos do Aplicação (UFRGS)|B5|Atualizada em 2012
0103-510X|INTERDISCIPLINAR|Cadernos do CEAM (UnB)|B4|Atualizada em 2012
0102-9711|INTERDISCIPLINAR|Cadernos do CEAS|B3|Atualizada em 2012
1413-8409|INTERDISCIPLINAR|Cadernos do CEOM (Unochapecó)|B3|Atualizada em 2012
1413-909X|INTERDISCIPLINAR|Cadernos do CES (UFF)|B4|Atualizada em 2012
1519-8782|INTERDISCIPLINAR|Cadernos do CNLF (CiFEFil)|B5|Atualizada em 2012
1983-9650|INTERDISCIPLINAR|Cadernos do CR Campeiro|C|Atualizada em 2012
1676-143X|INTERDISCIPLINAR|Cadernos do Curso de Direito (Teresópolis)|C|Atualizada em 2012
1809-8606|INTERDISCIPLINAR|Cadernos do Desenvolvimento|B3|Atualizada em 2012
1518-8515|INTERDISCIPLINAR|Cadernos do ICHF. Série Estudos e Pesquisas (UFF)|B5|Atualizada em 2012
1413-9022|INTERDISCIPLINAR|Cadernos do IME. Série Estatística|B5|Atualizada em 2012
1413-9014|INTERDISCIPLINAR|Cadernos do IME. Série Informática|B5|Atualizada em 2012
1806-9118|INTERDISCIPLINAR|Cadernos do LEPAARQ (UFPEL)|B5|Atualizada em 2012
1677-1125|INTERDISCIPLINAR|Cadernos do LOGEPA. Série Texto Didático (UFPB. Impresso)|B4|Atualizada em 2012
1678-5029|INTERDISCIPLINAR|Cadernos do Programa de Pós-Graduação em Direito - PPGDir./UFRGS|B5|Atualizada em 2012
1679-3951|INTERDISCIPLINAR|Cadernos EBAPE.BR (FGV)|B1|Atualizada em 2012
1809-0893|INTERDISCIPLINAR|Cadernos ESP|B4|Atualizada em 2012
1809-2977|INTERDISCIPLINAR|Cadernos Feministas de Economia e Política|B3|Atualizada em 2012
1984-4883|INTERDISCIPLINAR|Cadernos FGV Projetos|C|Atualizada em 2012
1806-2261|INTERDISCIPLINAR|Cadernos Gestão Pública e Cidadania|B3|Atualizada em 2012
1982-5447|INTERDISCIPLINAR|Cadernos Gestão Social|B4|Atualizada em 2012
1806-003X|INTERDISCIPLINAR|Cadernos IHU (UNISINOS)|B3|Atualizada em 2012
1807-7862|INTERDISCIPLINAR|Cadernos IHU em Formação (UNISINOS)|B3|Atualizada em 2012
1679-0316|INTERDISCIPLINAR|Cadernos IHU Idéias (UNISINOS)|B4|Atualizada em 2012
1413-9030|INTERDISCIPLINAR|Cadernos IME. Série Matemática|B4|Atualizada em 2012
1414-0160|INTERDISCIPLINAR|Cadernos IPUB (UFRJ)|B4|Atualizada em 2012
2175-1056|INTERDISCIPLINAR|Cadernos Jurídicos (OAB PR)|C|Atualizada em 2012
1678-2003|INTERDISCIPLINAR|Cadernos La Salle (Canoas)|B5|Atualizada em 2012
1517-2422|INTERDISCIPLINAR|Cadernos Metrópole (PUCSP)|B1|Atualizada em 2012
1806-8588|INTERDISCIPLINAR|Cadernos NAE|B4|Atualizada em 2012
0104-8333|INTERDISCIPLINAR|Cadernos Pagu (UNICAMP. Impresso)|A2|Atualizada em 2012
1679-6861|INTERDISCIPLINAR|Cadernos PPG-AU/FAUFBA|B3|Atualizada em 2012
1676-6288|INTERDISCIPLINAR|Cadernos PROLAM/USP|B2|Atualizada em 2012
0103-1988|INTERDISCIPLINAR|Cadernos PUR/UFRJ|B1|Atualizada em 2012
1414-462X|INTERDISCIPLINAR|Cadernos Saúde Coletiva (UFRJ)|B3|Atualizada em 2012
1676-6024|INTERDISCIPLINAR|Cadernos Técnicos de Veterinária e Zootecnia (UFMG)|B4|Atualizada em 2012
1809-4694|INTERDISCIPLINAR|Cadernos Temáticos|B4|Atualizada em 2012
1807-3972|INTERDISCIPLINAR|Cadernos UFS. Filosofia|B4|Atualizada em 2012
1809-9475|INTERDISCIPLINAR|Cadernos UniFOA|B5|Atualizada em 2012
0104-0480|INTERDISCIPLINAR|Caesura (ULBRA)|B4|Atualizada em 2012
1166-2115|INTERDISCIPLINAR|Cahier. Club Demeter|B4|Atualizada em 2012
1777-5949|INTERDISCIPLINAR|Cahiers Agricultures|B3|Atualizada em 2012
0007-9804|INTERDISCIPLINAR|Cahiers de la Documentation|B3|Atualizada em 2012
1141-7161|INTERDISCIPLINAR|Cahiers des Amériques Latines (Paris)|A2|Atualizada em 2012
0989-5191|INTERDISCIPLINAR|Cahiers du Brésil Contemporain|B1|Atualizada em 2012
0008-0276|INTERDISCIPLINAR|Cahiers Internationaux de Sociologie|A2|Atualizada em 2012
0999-1921|INTERDISCIPLINAR|Cahiers Lautréamont (Paris)|B5|Atualizada em 2012
1808-0820|INTERDISCIPLINAR|Caligrama (ECA/USP. Online)|B3|Atualizada em 2012
0103-2178|INTERDISCIPLINAR|Caligrama (UFMG)|B2|Atualizada em 2012
2176-5111|INTERDISCIPLINAR|Cambiassu: Estudos em Comunicação|B4|Atualizada em 2012
0309-166X|INTERDISCIPLINAR|Cambridge Journal of Economics|A1|Atualizada em 2012
1121-2985|INTERDISCIPLINAR|Camillianum (Roma)|C|Atualizada em 2012
1983-778X|INTERDISCIPLINAR|Caminhos (Goiânia. Online)|B1|Atualizada em 2012
1678-3034|INTERDISCIPLINAR|Caminhos (UCG. Impresso)|B2|Atualizada em 2012
1517-3771|INTERDISCIPLINAR|Caminhos da História (UNIMONTES)|B3|Atualizada em 2012
1678-6343|INTERDISCIPLINAR|Caminhos de Geografia (UFU)|B3|Atualizada em 2012
2175-859X|INTERDISCIPLINAR|Caminhos Educacionais|C|Atualizada em 2012
1809-6271|INTERDISCIPLINAR|Campo - Território|B1|Atualizada em 2012
1519-5538|INTERDISCIPLINAR|Campos (UFPR)|B2|Atualizada em 2012
0104-6268|INTERDISCIPLINAR|Canadart|B4|Atualizada em 2012
0711-6659|INTERDISCIPLINAR|Canadian Acoustics|B2|Atualizada em 2012
1492-9058|INTERDISCIPLINAR|Canadian Biosystems Engineering|B4|Atualizada em 2012
0008-3674|INTERDISCIPLINAR|Canadian Geotechnical Journal|B1|Atualizada em 2012
1205-6685|INTERDISCIPLINAR|Canadian Journal of Analytical Sciences and Spectroscopy|B2|Atualizada em 2012
1205-5352|INTERDISCIPLINAR|Canadian Journal of Environmental Education|B2|Atualizada em 2012
0706-652X|INTERDISCIPLINAR|Canadian Journal of Fisheries and Aquatic Sciences|A2|Atualizada em 2012
1480-3275|INTERDISCIPLINAR|Canadian Journal of Microbiology|B1|Atualizada em 2012
0008-4166|INTERDISCIPLINAR|Canadian Journal of Microbiology|B1|Atualizada em 2012
0008-4182|INTERDISCIPLINAR|Canadian Journal of Ophthalmology|B1|Atualizada em 2012
0008-4212|INTERDISCIPLINAR|Canadian Journal of Physiology and Pharmacology|B1|Atualizada em 2012
0008-4220|INTERDISCIPLINAR|Canadian Journal of Plant Science|B1|Atualizada em 2012
0319-5724|INTERDISCIPLINAR|Canadian Journal of Statistics|B1|Atualizada em 2012
0008-4301|INTERDISCIPLINAR|Canadian Journal of Zoology|B1|Atualizada em 2012
0008-4492|INTERDISCIPLINAR|Canadian Mining Journal|B2|Atualizada em 2012
0008-543X|INTERDISCIPLINAR|Cancer|A1|Atualizada em 2012
1538-4047|INTERDISCIPLINAR|Cancer Biology & Therapy|A2|Atualizada em 2012
1084-9785|INTERDISCIPLINAR|Cancer Biotherapy & Radiopharmaceuticals|B1|Atualizada em 2012
0165-4608|INTERDISCIPLINAR|Cancer Genetics and Cytogenetics|B1|Atualizada em 2012
0340-7004|INTERDISCIPLINAR|Cancer Immunology and Immunotherapy|A1|Atualizada em 2012
0304-3835|INTERDISCIPLINAR|Cancer Letters|A1|Atualizada em 2012
0008-5472|INTERDISCIPLINAR|Cancer Research (Chicago, Ill.)|A1|Atualizada em 2012
1677-7514|INTERDISCIPLINAR|Candeia (Goiânia)|C|Atualizada em 2012
1807-4170|INTERDISCIPLINAR|Candelária (Rio de Janeiro)|B5|Atualizada em 2012
1807-376X|INTERDISCIPLINAR|Canindé (MAX/UFS. Impresso)|B2|Atualizada em 2012
1982-0755|INTERDISCIPLINAR|Canoa do Tempo (UFAM)|B5|Atualizada em 2012
1517-6916|INTERDISCIPLINAR|CAOS. Revista Eletrônica de Ciências Sociais|B5|Atualizada em 2012
1809-2489|INTERDISCIPLINAR|CAP Accounting and Management (UFSC)|B5|Atualizada em 2012
2176-6835|INTERDISCIPLINAR|Carandá|B5|Atualizada em 2012
1147-6753|INTERDISCIPLINAR|Caravelle (Toulouse)|A2|Atualizada em 2012
0144-8617|INTERDISCIPLINAR|Carbohydrate Polymers|A1|Atualizada em 2012
0008-6215|INTERDISCIPLINAR|Carbohydrate Research (Chicago, Ill.. Print)|A2|Atualizada em 2012
0008-6223|INTERDISCIPLINAR|Carbon (New York)|A1|Atualizada em 2012
0143-3334|INTERDISCIPLINAR|Carcinogenesis (New York. Print)|A1|Atualizada em 2012
1897-5593|INTERDISCIPLINAR|Cardiology Journal|B2|Atualizada em 2012
1871-5257|INTERDISCIPLINAR|Cardiovascular & Hematological Agents in Medicinal Chemistry|B1|Atualizada em 2012
1414-221X|INTERDISCIPLINAR|Caros Amigos|C|Atualizada em 2012
1808-6012|INTERDISCIPLINAR|Carta Capital na Escola|C|Atualizada em 2012
0101-5532|INTERDISCIPLINAR|Carta CEPRO|B5|Atualizada em 2012
1982-7393|INTERDISCIPLINAR|Carta Forense|C|Atualizada em 2012
1983-5965|INTERDISCIPLINAR|Carta Fundamental|C|Atualizada em 2012
0101-4315|INTERDISCIPLINAR|Carta Mensal - Conselho Técnico da Confederação Nacional do Comércio|C|Atualizada em 2012
0008-7157|INTERDISCIPLINAR|Casa de las Américas|A1|Atualizada em 2012
2175-2907|INTERDISCIPLINAR|CASA em Revista|C|Atualizada em 2012
1027-2992|INTERDISCIPLINAR|Cat News (Bougy)|B4|Atualizada em 2012
1566-7367|INTERDISCIPLINAR|Catalysis Communications|A2|Atualizada em 2012
1011-372X|INTERDISCIPLINAR|Catalysis Letters|A2|Atualizada em 2012
0920-5861|INTERDISCIPLINAR|Catalysis Today|A1|Atualizada em 2012
1317-5734|INTERDISCIPLINAR|Cayapa. Revista Venezolana de Economia Social|B3|Atualizada em 2012
0957-5243|INTERDISCIPLINAR|CCC. Cancer Causes & Control|A2|Atualizada em 2012
0923-2958|INTERDISCIPLINAR|Celestial Mechanics & Dynamical Astronomy|A2|Atualizada em 2012
0302-766X|INTERDISCIPLINAR|Cell and Tissue Research|A2|Atualizada em 2012
0263-6484|INTERDISCIPLINAR|Cell Biochemistry and Function|B1|Atualizada em 2012
0742-2091|INTERDISCIPLINAR|Cell Biology and Toxicology|B1|Atualizada em 2012
1536-7509|INTERDISCIPLINAR|Cell Biology Education|B1|Atualizada em 2012
1065-6995|INTERDISCIPLINAR|Cell Biology International|B1|Atualizada em 2012
0886-1544|INTERDISCIPLINAR|Cell Motility and the Cytoskeleton|B1|Atualizada em 2012
0960-7722|INTERDISCIPLINAR|Cell Proliferation|A2|Atualizada em 2012
0963-6897|INTERDISCIPLINAR|Cell Transplantation|A1|Atualizada em 2012
1422-6405|INTERDISCIPLINAR|Cells Tissues Organs|A2|Atualizada em 2012
1165-158X|INTERDISCIPLINAR|Cellular and Molecular Biology|B2|Atualizada em 2012
0272-4340|INTERDISCIPLINAR|Cellular and Molecular Neurobiology|A2|Atualizada em 2012
1015-8987|INTERDISCIPLINAR|Cellular Physiology and Biochemistry|A2|Atualizada em 2012
0898-6568|INTERDISCIPLINAR|Cellular Signalling|A2|Atualizada em 2012
0969-0239|INTERDISCIPLINAR|Cellulose (London)|A2|Atualizada em 2012
0008-8846|INTERDISCIPLINAR|Cement and Concrete Research|A1|Atualizada em 2012
1518-1200|INTERDISCIPLINAR|Cena Internacional (UnB)|B2|Atualizada em 2012
1644-3608|INTERDISCIPLINAR|Central European Journal of Physics|B2|Atualizada em 2012
1802-4866|INTERDISCIPLINAR|Central European Journal of Public Policy|B3|Atualizada em 2012
2176-963X|INTERDISCIPLINAR|Centro de Documentacao e Biblioteca / Secretaria Municipal de Esportes, Lazer e Recreacao. Revista Eletronica|C|Atualizada em 2012
1517-8471|INTERDISCIPLINAR|CEPPG Revista (Catalão)|B4|Atualizada em 2012
0366-6913|INTERDISCIPLINAR|Cerâmica (São Paulo. Impresso)|B1|Atualizada em 2012
1413-4608|INTERDISCIPLINAR|Cerâmica Industrial|B4|Atualizada em 2012
0272-8842|INTERDISCIPLINAR|Ceramics International|A2|Atualizada em 2012
0104-7760|INTERDISCIPLINAR|CERNE (UFLA)|A2|Atualizada em 2012
1517-9249|INTERDISCIPLINAR|Cerrados (Campo Grande)|B5|Atualizada em 2012
0104-3927|INTERDISCIPLINAR|Cerrados (UnB. Impresso)|B1|Atualizada em 2012
1807-4049|INTERDISCIPLINAR|CETEC. Revista de Ciência, Empreendedorismo e Tecnologia|B5|Atualizada em 2012
0173-9913|INTERDISCIPLINAR|CFI. Ceramic Forum International|B2|Atualizada em 2012
2178-1699|INTERDISCIPLINAR|Chão Urbano|B5|Atualizada em 2012
1089-7682|INTERDISCIPLINAR|Chaos (Woodbury, N.Y. Online)|B2|Atualizada em 2012
1054-1500|INTERDISCIPLINAR|Chaos (Woodbury, N.Y.)|A2|Atualizada em 2012
0960-0779|INTERDISCIPLINAR|Chaos, Solitons and Fractals|A2|Atualizada em 2012
0145-8973|INTERDISCIPLINAR|Chasqui|B1|Atualizada em 2012
1809-127X|INTERDISCIPLINAR|Check List (São Paulo. Online)|B3|Atualizada em 2012
1071-8443|INTERDISCIPLINAR|Chelonian Conservation and Biology|B1|Atualizada em 2012
0009-2223|INTERDISCIPLINAR|Chemia Analityczna|B1|Atualizada em 2012
0009-2363|INTERDISCIPLINAR|Chemical and Pharmaceutical Bulletin|B1|Atualizada em 2012
0930-7516|INTERDISCIPLINAR|Chemical Engineering & Technology|A2|Atualizada em 2012
0255-2701|INTERDISCIPLINAR|Chemical Engineering and Processing|A1|Atualizada em 2012
1521-4125|INTERDISCIPLINAR|Chemical Engineering and Technology (Internet)|A1|Atualizada em 2012
0098-6445|INTERDISCIPLINAR|Chemical Engineering Communications|B1|Atualizada em 2012
0009-2479|INTERDISCIPLINAR|Chemical Engineering Education|B3|Atualizada em 2012
1385-8947|INTERDISCIPLINAR|Chemical Engineering Journal (1996)|A1|Atualizada em 2012
0263-8762|INTERDISCIPLINAR|Chemical Engineering Research & Design|A2|Atualizada em 2012
0009-2509|INTERDISCIPLINAR|Chemical Engineering Science|A1|Atualizada em 2012
1974-9791|INTERDISCIPLINAR|Chemical Engineering Transactions|B2|Atualizada em 2012
0366-6352|INTERDISCIPLINAR|Chemical Papers|B1|Atualizada em 2012
0009-2614|INTERDISCIPLINAR|Chemical Physics Letters|A2|Atualizada em 2012
1934-2659|INTERDISCIPLINAR|Chemical Product and Process Modeling|B2|Atualizada em 2012
0893-228X|INTERDISCIPLINAR|Chemical Research in Toxicology|A1|Atualizada em 2012
0009-2797|INTERDISCIPLINAR|Chemico-Biological Interactions|A2|Atualizada em 2012
0009-2819|INTERDISCIPLINAR|Chemie der Erde|B1|Atualizada em 2012
0947-6539|INTERDISCIPLINAR|Chemistry (Weinheim. Print)|A1|Atualizada em 2012
0275-7540|INTERDISCIPLINAR|Chemistry in Ecology|B1|Atualizada em 2012
0897-4756|INTERDISCIPLINAR|Chemistry of Materials|A1|Atualizada em 2012
0009-3130|INTERDISCIPLINAR|Chemistry of Natural Compounds|B2|Atualizada em 2012
0045-6535|INTERDISCIPLINAR|Chemosphere (Oxford)|A1|Atualizada em 2012
0009-3157|INTERDISCIPLINAR|Chemotherapy (Basel)|B1|Atualizada em 2012
1439-4235|INTERDISCIPLINAR|ChemPhysChem|A2|Atualizada em 2012
0012-3692|INTERDISCIPLINAR|Chest (American College of Chest Physicians)|A1|Atualizada em 2012
0145-2134|INTERDISCIPLINAR|Child Abuse & Neglect|A2|Atualizada em 2012
0305-1862|INTERDISCIPLINAR|Child Care Health and Development|B1|Atualizada em 2012
1554-6713|INTERDISCIPLINAR|Childhood & Philosophy|B3|Atualizada em 2012
