issn|area|titulo|estrato|classificacao
1518-5613|INTERDISCIPLINAR|Anais de Pesquisa da Universidade de Ribeirão Preto|B4|Atualizada em 2012
2175-4683|INTERDISCIPLINAR|Anais do ... Congresso Brasileiro de Ciências da Comunicação|C|Atualizada em 2012
2175-0939|INTERDISCIPLINAR|Anais do ... Congresso de Leitura do Brasil|C|Atualizada em 2012
2176-1396|INTERDISCIPLINAR|Anais do ... Congresso Nacional de Educação|C|Atualizada em 2012
2175-8212|INTERDISCIPLINAR|Anais do ... Encontro Nacional da ANPAP|C|Atualizada em 2012
2176-6940|INTERDISCIPLINAR|Anais do ... Encontro Nacional de Pesquisadores em Educação em Ciências|C|Atualizada em 2012
859968101X|INTERDISCIPLINAR|Anais do ... Encontro Nacional de Pesquisadores em Educação em Ciências|C|Atualizada em 2012
2175-6333|INTERDISCIPLINAR|Anais do ... Encontro Nacional e ... Encontro Latino-Americano de Conforto no Ambiente Construído|C|Atualizada em 2012
2176-4301|INTERDISCIPLINAR|Anais do ... Simpósio Brasileiro de Informática na Educação|C|Atualizada em 2012
2177-5702|INTERDISCIPLINAR|Anais do Congresso Internacional Linguagem e Interaçao II|C|Atualizada em 2012
1678-9997|INTERDISCIPLINAR|Anais do Conselho Regional de Medicina do Estado do Piauí|C|Atualizada em 2012
1413-1803|INTERDISCIPLINAR|Anais do Museu Histórico Nacional|B1|Atualizada em 2012
0101-4714|INTERDISCIPLINAR|Anais do Museu Paulista|A2|Atualizada em 2012
2176-0950|INTERDISCIPLINAR|Anais do Seminário de Pós-Graduação (Centro Universitário FEEVALE)|C|Atualizada em 2012
1809-0877|INTERDISCIPLINAR|Anais do Seminário Internacional de Turismo|C|Atualizada em 2012
2175-8921|INTERDISCIPLINAR|Anais EDUTEC|C|Atualizada em 2012
2176-1221|INTERDISCIPLINAR|Anais/Resumos da 62ª Reunião Anual da SBPC|C|Atualizada em 2012
1518-6520|INTERDISCIPLINAR|Analecta (UNICENTRO)|B5|Atualizada em 2012
2000-1223|INTERDISCIPLINAR|Anales (Departemento de Estudios Globales, Universidad de Goteborg)|C|Atualizada em 2012
1516-2680|INTERDISCIPLINAR|Análise (PUCRS)|B2|Atualizada em 2012
0102-9924|INTERDISCIPLINAR|Análise Econômica (UFRGS)|B3|Atualizada em 2012
0870-8231|INTERDISCIPLINAR|Análise Psicológica|B1|Atualizada em 2012
0003-2573|INTERDISCIPLINAR|Análise Social|A2|Atualizada em 2012
1980-0711|INTERDISCIPLINAR|Análises e Indicadores do Agronegócio|C|Atualizada em 2012
0185-3937|INTERDISCIPLINAR|Análisis Económico|C|Atualizada em 2012
1509-4650|INTERDISCIPLINAR|Analityka (Warszawa)|B4|Atualizada em 2012
0003-2654|INTERDISCIPLINAR|Analyst (London. 1877. Print)|A1|Atualizada em 2012
1677-3055|INTERDISCIPLINAR|Analytica (São Paulo)|B4|Atualizada em 2012
0003-2670|INTERDISCIPLINAR|Analytica Chimica Acta|A1|Atualizada em 2012
1618-2642|INTERDISCIPLINAR|Analytical and Bioanalytical Chemistry|A1|Atualizada em 2012
0003-2697|INTERDISCIPLINAR|Analytical Biochemistry|A2|Atualizada em 2012
0003-2700|INTERDISCIPLINAR|Analytical Chemistry (Washington)|A1|Atualizada em 2012
0003-2719|INTERDISCIPLINAR|Analytical Letters|B1|Atualizada em 2012
0340-2096|INTERDISCIPLINAR|Anatomia, Histologia, Embryologia|B1|Atualizada em 2012
0303-4569|INTERDISCIPLINAR|Andrologia (Berlin)|B1|Atualizada em 2012
0101-191X|INTERDISCIPLINAR|Ângulo (FATEA. Impresso)|B1|Atualizada em 2012
1980-0606|INTERDISCIPLINAR|Animador Sociocultural|B4|Atualizada em 2012
0003-3472|INTERDISCIPLINAR|Animal Behaviour|A1|Atualizada em 2012
1578-665X|INTERDISCIPLINAR|Animal Biodiversity and Conservation|B2|Atualizada em 2012
0378-4320|INTERDISCIPLINAR|Animal Reproduction Science|A2|Atualizada em 2012
1677-907X|INTERDISCIPLINAR|Animus (Santa Maria)|B2|Atualizada em 2012
2175-4977|INTERDISCIPLINAR|Animus (Santa Maria. Online)|B2|Atualizada em 2012
0395-2649|INTERDISCIPLINAR|Annales (Paris)|A1|Atualizada em 2012
0003-4010|INTERDISCIPLINAR|Annales de Géographie (Paris)|B2|Atualizada em 2012
0003-4088|INTERDISCIPLINAR|Annales de Limnologie|B1|Atualizada em 2012
0992-7689|INTERDISCIPLINAR|Annales Geophysicae (Berlin)|A2|Atualizada em 2012
1824-2707|INTERDISCIPLINAR|Annali dell'Università di Ferrara. Sezione: Museologia Scientifica e Naturalistica|B4|Atualizada em 2012
1081-1206|INTERDISCIPLINAR|Annals of Allergy, Asthma & Immunology|A2|Atualizada em 2012
0940-9602|INTERDISCIPLINAR|Annals of Anatomy|B1|Atualizada em 2012
0003-4746|INTERDISCIPLINAR|Annals of Applied Biology|B1|Atualizada em 2012
0305-7364|INTERDISCIPLINAR|Annals of Botany|A1|Atualizada em 2012
0218-0006|INTERDISCIPLINAR|Annals of Combinatorics|B1|Atualizada em 2012
1047-2797|INTERDISCIPLINAR|Annals of Epidemiology|A2|Atualizada em 2012
0301-4460|INTERDISCIPLINAR|Annals of Human Biology|B1|Atualizada em 2012
0306-4549|INTERDISCIPLINAR|Annals of Nuclear Energy|A2|Atualizada em 2012
0254-5330|INTERDISCIPLINAR|Annals of Operation Research|A2|Atualizada em 2012
1572-9338|INTERDISCIPLINAR|Annals of Operations Research (Dordrecht. Online)|A2|Atualizada em 2012
0003-4916|INTERDISCIPLINAR|Annals of Physics|A2|Atualizada em 2012
1068-9265|INTERDISCIPLINAR|Annals of Surgical Oncology|A1|Atualizada em 2012
0020-3157|INTERDISCIPLINAR|Annals of the Institute of Statistical Mathematics|A2|Atualizada em 2012
0077-8923|INTERDISCIPLINAR|Annals of the New York Academy of Sciences|A1|Atualizada em 2012
0160-7383|INTERDISCIPLINAR|Annals of Tourism Research|B3|Atualizada em 2012
0003-4983|INTERDISCIPLINAR|Annals of Tropical Medicine and Parasitology|B1|Atualizada em 2012
0272-4936|INTERDISCIPLINAR|Annals of Tropical Paediatrics|B2|Atualizada em 2012
0084-7747|INTERDISCIPLINAR|Annual Report of the Bean Improvement Cooperative|B3|Atualizada em 2012
1543-592X|INTERDISCIPLINAR|Annual Review of Ecology, Evolution, and Systematics|A1|Atualizada em 2012
1367-5788|INTERDISCIPLINAR|Annual Reviews in Control|A2|Atualizada em 2012
0954-1020|INTERDISCIPLINAR|Antarctic Science|B1|Atualizada em 2012
1984-4921|INTERDISCIPLINAR|Antares: Letras e Humanidades|B1|Atualizada em 2012
1980-9395|INTERDISCIPLINAR|AntennaWeb|C|Atualizada em 2012
1872-8855|INTERDISCIPLINAR|Anthropod-Plant Interactions|B1|Atualizada em 2012
1463-4996|INTERDISCIPLINAR|Anthropological Theory|B1|Atualizada em 2012
0702-8997|INTERDISCIPLINAR|Anthropologie et Sociétés|B1|Atualizada em 2012
0161-7761|INTERDISCIPLINAR|Anthropology & Education Quarterly|A2|Atualizada em 2012
1609-9168|INTERDISCIPLINAR|Anthropology of Food|B1|Atualizada em 2012
1120-2874|INTERDISCIPLINAR|Anthropotes (Roma)|B5|Atualizada em 2012
0250-7005|INTERDISCIPLINAR|Anticancer Research|B1|Atualizada em 2012
1809-6964|INTERDISCIPLINAR|Antídoto (UFG)|B4|Atualizada em 2012
1983-7615|INTERDISCIPLINAR|Antiguidade Clássica (Apucarama)|B3|Atualizada em 2012
0066-4804|INTERDISCIPLINAR|Antimicrobial Agents and Chemotherapy|A1|Atualizada em 2012
1984-3356|INTERDISCIPLINAR|Antíteses (Londrina)|A2|Atualizada em 2012
0003-6072|INTERDISCIPLINAR|Antonie van Leeuwenhoek (Gedrukt)|B1|Atualizada em 2012
1682-9883|INTERDISCIPLINAR|Antrópolis (La Paz)|B4|Atualizada em 2012
1414-7378|INTERDISCIPLINAR|Antropolítica (UFF)|B1|Atualizada em 2012
1677-7174|INTERDISCIPLINAR|Antropologia em Primeira Mão|B4|Atualizada em 2012
1679-7523|INTERDISCIPLINAR|Anuário ABEDI|B5|Atualizada em 2012
0102-4302|INTERDISCIPLINAR|Anuário Antropológico|B1|Atualizada em 2012
1980-9484|INTERDISCIPLINAR|Anuário Brasileiro de Direito Internacional|B5|Atualizada em 2012
1510-4974|INTERDISCIPLINAR|Anuario de Derecho Constitucional Latinoamericano|B1|Atualizada em 2012
1669-5186|INTERDISCIPLINAR|Anuario de Estudios de Antropología Social|B1|Atualizada em 2012
1414-5235|INTERDISCIPLINAR|Anuário de Literatura (UFSC)|B2|Atualizada em 2012
0101-9759|INTERDISCIPLINAR|Anuário do Instituto de Geociências (UFRJ. Impresso)|B2|Atualizada em 2012
0073-988X|INTERDISCIPLINAR|Anuário Estatístico do Café (Rio de Janeiro)|B4|Atualizada em 2012
0102-4671|INTERDISCIPLINAR|Anuário Estatístico dos Transportes|B5|Atualizada em 2012
1856-9536|INTERDISCIPLINAR|Anuario Estudios en Comunicación Social Disertaciones|B4|Atualizada em 2012
0102-8731|INTERDISCIPLINAR|Anuário Evangélico|B5|Atualizada em 2012
1809-435X|INTERDISCIPLINAR|Anuário Unesco/Metodista de Comunicação Regional|C|Atualizada em 2012
0044-8435|INTERDISCIPLINAR|Apidologie (Celle)|A2|Atualizada em 2012
1518-3246|INTERDISCIPLINAR|APMP Revista|C|Atualizada em 2012
1665-1219|INTERDISCIPLINAR|Aportes|B2|Atualizada em 2012
0195-6663|INTERDISCIPLINAR|Appetite (London. Print)|A2|Atualizada em 2012
1038-6807|INTERDISCIPLINAR|Appita Journal|B1|Atualizada em 2012
0003-682X|INTERDISCIPLINAR|Applied Acoustics|A2|Atualizada em 2012
1098-5336|INTERDISCIPLINAR|Applied and Environmental Microbiology|A2|Atualizada em 2012
0099-2240|INTERDISCIPLINAR|Applied and Environmental Microbiology|A1|Atualizada em 2012
0883-9514|INTERDISCIPLINAR|Applied Artificial Intelligence|A2|Atualizada em 2012
0273-2289|INTERDISCIPLINAR|Applied Biochemistry and Biotechnology|A1|Atualizada em 2012
1176-2322|INTERDISCIPLINAR|Applied Bionics and Biomechanics|B2|Atualizada em 2012
1808-5512|INTERDISCIPLINAR|Applied Cancer Research|B3|Atualizada em 2012
0926-860X|INTERDISCIPLINAR|Applied Catalysis. A, General|A1|Atualizada em 2012
0926-3373|INTERDISCIPLINAR|Applied Catalysis. B, Environmental|A1|Atualizada em 2012
1559-6915|INTERDISCIPLINAR|Applied Computing Review|B3|Atualizada em 2012
0003-6846|INTERDISCIPLINAR|Applied Economics|B1|Atualizada em 2012
0306-2619|INTERDISCIPLINAR|Applied Energy|A1|Atualizada em 2012
0883-2927|INTERDISCIPLINAR|Applied Geochemistry|A2|Atualizada em 2012
0143-6228|INTERDISCIPLINAR|Applied Geography (Sevenoaks)|A1|Atualizada em 2012
1570-7539|INTERDISCIPLINAR|Applied Herpetology|B1|Atualizada em 2012
0924-669X|INTERDISCIPLINAR|Applied Intelligence (Boston)|A2|Atualizada em 2012
0307-904X|INTERDISCIPLINAR|Applied Mathematical Modelling|A2|Atualizada em 2012
0096-3003|INTERDISCIPLINAR|Applied Mathematics and Computation|A2|Atualizada em 2012
0893-9659|INTERDISCIPLINAR|Applied Mathematics Letters|A2|Atualizada em 2012
0175-7598|INTERDISCIPLINAR|Applied Microbiology and Biotechnology|A1|Atualizada em 2012
0168-9274|INTERDISCIPLINAR|Applied Numerical Mathematics|A2|Atualizada em 2012
1559-128X|INTERDISCIPLINAR|Applied Optics|A2|Atualizada em 2012
0268-2605|INTERDISCIPLINAR|Applied Organometallic Chemistry|A2|Atualizada em 2012
0003-6951|INTERDISCIPLINAR|Applied Physics Letters|A1|Atualizada em 2012
0947-8396|INTERDISCIPLINAR|Applied Physics. A, Materials Science & Processing|B1|Atualizada em 2012
0946-2171|INTERDISCIPLINAR|Applied Physics. B, Lasers and Optics|A2|Atualizada em 2012
0969-8043|INTERDISCIPLINAR|Applied Radiation and Isotopes|B1|Atualizada em 2012
1568-4946|INTERDISCIPLINAR|Applied Soft Computing|A2|Atualizada em 2012
0929-1393|INTERDISCIPLINAR|Applied Soil Ecology|A2|Atualizada em 2012
0570-4928|INTERDISCIPLINAR|Applied Spectroscopy Reviews (Softcover ed.)|A2|Atualizada em 2012
0169-4332|INTERDISCIPLINAR|Applied Surface Science|A2|Atualizada em 2012
1359-4311|INTERDISCIPLINAR|Applied Thermal Engineering|A1|Atualizada em 2012
0871-1267|INTERDISCIPLINAR|Aprender (Portalegre)|B4|Atualizada em 2012
1577-4015|INTERDISCIPLINAR|Apunts. Educación Física y Deportes|B4|Atualizada em 2012
0044-8486|INTERDISCIPLINAR|Aquaculture (Amsterdam)|A2|Atualizada em 2012
1365-7305|INTERDISCIPLINAR|Aquaculture Economics & Management|B2|Atualizada em 2012
0967-6120|INTERDISCIPLINAR|Aquaculture International|B1|Atualizada em 2012
1353-5773|INTERDISCIPLINAR|Aquaculture Nutrition|B1|Atualizada em 2012
1355-557X|INTERDISCIPLINAR|Aquaculture Research|B1|Atualizada em 2012
0304-3770|INTERDISCIPLINAR|Aquatic Botany|A2|Atualizada em 2012
1052-7613|INTERDISCIPLINAR|Aquatic Conservation|A2|Atualizada em 2012
1573-5125|INTERDISCIPLINAR|Aquatic Ecology (Dordrecht. Online)|B1|Atualizada em 2012
1463-4988|INTERDISCIPLINAR|Aquatic Ecosystem Health & Management|B1|Atualizada em 2012
0165-0424|INTERDISCIPLINAR|Aquatic Insects|B2|Atualizada em 2012
1818-5487|INTERDISCIPLINAR|Aquatic Invasions|B5|Atualizada em 2012
0990-7440|INTERDISCIPLINAR|Aquatic Living Resources|B1|Atualizada em 2012
0167-5427|INTERDISCIPLINAR|Aquatic Mammals|B3|Atualizada em 2012
1015-1621|INTERDISCIPLINAR|Aquatic Sciences (Printed ed.)|B1|Atualizada em 2012
1808-5733|INTERDISCIPLINAR|Aquinate (Niterói)|B2|Atualizada em 2012
1465-5047|INTERDISCIPLINAR|ARARA (Colchester)|B3|Atualizada em 2012
0210-1963|INTERDISCIPLINAR|Arbor (Madrid)|B1|Atualizada em 2012
1988-303X|INTERDISCIPLINAR|Arbor (Madrid. Internet)|B1|Atualizada em 2012
1935-5297|INTERDISCIPLINAR|Arboriculture & Urban Forestry|B2|Atualizada em 2012
1727-3021|INTERDISCIPLINAR|Arborvitae (Gland. Print)|C|Atualizada em 2012
1980-6027|INTERDISCIPLINAR|Arca da União|B5|Atualizada em 2012
1380-2038|INTERDISCIPLINAR|Archaeological Dialogues|B3|Atualizada em 2012
1555-8622|INTERDISCIPLINAR|Archaeologies|B1|Atualizada em 2012
1951-2198|INTERDISCIPLINAR|Archimed (Paris)|B3|Atualizada em 2012
0365-6233|INTERDISCIPLINAR|Archiv der Pharmazie (Weinheim)|B1|Atualizada em 2012
0933-5846|INTERDISCIPLINAR|Archive for Mathematical Logic|B1|Atualizada em 2012
0887-6177|INTERDISCIPLINAR|Archives of Clinical Neuropsychology|B1|Atualizada em 2012
0003-987X|INTERDISCIPLINAR|Archives of Dermatology (1960)|A1|Atualizada em 2012
0090-4341|INTERDISCIPLINAR|Archives of Environmental Contamination and Toxicology|A1|Atualizada em 2012
0167-4943|INTERDISCIPLINAR|Archives of Gerontology and Geriatrics|B1|Atualizada em 2012
0932-0067|INTERDISCIPLINAR|Archives of Gynecology and Obstetrics|B1|Atualizada em 2012
0739-4462|INTERDISCIPLINAR|Archives of Insect Biochemistry and Physiology|B1|Atualizada em 2012
0302-8933|INTERDISCIPLINAR|Archives of Microbiology|A2|Atualizada em 2012
0003-9942|INTERDISCIPLINAR|Archives of Neurology (Chicago)|A1|Atualizada em 2012
0003-9969|INTERDISCIPLINAR|Archives of Oral Biology|B1|Atualizada em 2012
0886-4470|INTERDISCIPLINAR|Archives of Otolaryngology, Head & Neck Surgery|B1|Atualizada em 2012
1381-3455|INTERDISCIPLINAR|Archives of Physiology and Biochemistry|A1|Atualizada em 2012
1517-784X|INTERDISCIPLINAR|Archives of Veterinary Science|B2|Atualizada em 2012
0304-8608|INTERDISCIPLINAR|Archives of Virology|A2|Atualizada em 2012
1434-1816|INTERDISCIPLINAR|Archives of Women's Mental Health|B1|Atualizada em 2012
1068-2341|INTERDISCIPLINAR|Archivos Analíticos de Políticas Educativas / Education Policy Analysis Archives|A2|Atualizada em 2012
0365-6691|INTERDISCIPLINAR|Archivos de la Sociedad Española de Oftalmología|B2|Atualizada em 2012
1698-9465|INTERDISCIPLINAR|Archivos de Medicina|C|Atualizada em 2012
0212-8799|INTERDISCIPLINAR|Archivos de Medicina del Deporte|B1|Atualizada em 2012
0004-0592|INTERDISCIPLINAR|Archivos de Zootecnia|B2|Atualizada em 2012
1984-5596|INTERDISCIPLINAR|Arcos Design|B5|Atualizada em 2012
1645-6947|INTERDISCIPLINAR|Area Domeniu|B3|Atualizada em 2012
1982-2251|INTERDISCIPLINAR|Áreas Protegidas e Inclusão Social|C|Atualizada em 2012
1518-4641|INTERDISCIPLINAR|Areia & Brita|B5|Atualizada em 2012
1806-5627|INTERDISCIPLINAR|Argumentos (Unimontes)|B2|Atualizada em 2012
1139-3327|INTERDISCIPLINAR|Argumentos de Razón Técnica|B2|Atualizada em 2012
1984-4255|INTERDISCIPLINAR|Argumentos: Revista de Filosofia|B4|Atualizada em 2012
0103-9253|INTERDISCIPLINAR|Ariús: Revista de Ciências Humanas e Artes (UFCG)|B3|Atualizada em 2012
1424-6376|INTERDISCIPLINAR|ARKIVOC|B3|Atualizada em 2012
0338-3520|INTERDISCIPLINAR|Armées d'Aujourd'hui|B1|Atualizada em 2012
1984-5766|INTERDISCIPLINAR|Arq.Urb|B4|Atualizada em 2012
1518-238X|INTERDISCIPLINAR|Arqtexto (UFRGS)|B1|Atualizada em 2012
1518-2495|INTERDISCIPLINAR|Arqueiro (Rio de Janeiro)|B4|Atualizada em 2012
0104-1908|INTERDISCIPLINAR|Arquitetura & Construcao|B4|Atualizada em 2012
1808-5741|INTERDISCIPLINAR|Arquiteturarevista (UNISINOS)|B2|Atualizada em 2012
1819-2939|INTERDISCIPLINAR|Arquitextos (Lima)|B2|Atualizada em 2012
1809-6298|INTERDISCIPLINAR|Arquitextos (São Paulo)|B1|Atualizada em 2012
0102-0935|INTERDISCIPLINAR|Arquivo Brasileiro de Medicina Veterinária e Zootecnia|B1|Atualizada em 2012
1678-4162|INTERDISCIPLINAR|Arquivo Brasileiro de Medicina Veterinária e Zootecnia|B1|Atualizada em 2012
0066-782X|INTERDISCIPLINAR|Arquivos Brasileiros de Cardiologia|B1|Atualizada em 2012
1983-2451|INTERDISCIPLINAR|Arquivos Brasileiros de Ciências da Saúde|B3|Atualizada em 2012
0004-2730|INTERDISCIPLINAR|Arquivos Brasileiros de Endocrinologia e Metabologia|B1|Atualizada em 2012
0365-074X|INTERDISCIPLINAR|Arquivos Brasileiros de Medicina Naval|B3|Atualizada em 2012
0103-5355|INTERDISCIPLINAR|Arquivos Brasileiros de Neurocirurgia|B4|Atualizada em 2012
0004-2749|INTERDISCIPLINAR|Arquivos Brasileiros de Oftalmologia|B1|Atualizada em 2012
1807-4456|INTERDISCIPLINAR|Arquivos Brasileiros de Paralisia Cerebral|B4|Atualizada em 2012
1809-5267|INTERDISCIPLINAR|Arquivos Brasileiros de Psicologia (UFRJ. 2003)|B1|Atualizada em 2012
1518-3327|INTERDISCIPLINAR|Arquivos Brasileiros de Psiquiatria, Neurologia e Medicina Legal (1999)|B4|Atualizada em 2012
0004-2773|INTERDISCIPLINAR|Arquivos Catarinenses de Medicina|B3|Atualizada em 2012
1806-4280|INTERDISCIPLINAR|Arquivos Catarinenses de Medicina|B3|Atualizada em 2012
0874-1123|INTERDISCIPLINAR|Arquivos da Memória|B1|Atualizada em 2012
1807-1325|INTERDISCIPLINAR|Arquivos de Ciências da Saúde (FAMERP)|B3|Atualizada em 2012
0374-5686|INTERDISCIPLINAR|Arquivos de Ciências do Mar|B3|Atualizada em 2012
1415-8167|INTERDISCIPLINAR|Arquivos de Ciências Veterinárias e Zoologia da UNIPAR|B4|Atualizada em 2012
1516-814X|INTERDISCIPLINAR|Arquivos de Direito|B4|Atualizada em 2012
0004-2803|INTERDISCIPLINAR|Arquivos de Gastroenterologia|B2|Atualizada em 2012
1678-4219|INTERDISCIPLINAR|Arquivos de Gastroenterologia|B2|Atualizada em 2012
0004-282X|INTERDISCIPLINAR|Arquivos de Neuro-Psiquiatria|B1|Atualizada em 2012
0066-7870|INTERDISCIPLINAR|Arquivos de Zoologia|B4|Atualizada em 2012
0020-3653|INTERDISCIPLINAR|Arquivos do Instituto Biológico|B2|Atualizada em 2012
1808-1657|INTERDISCIPLINAR|Arquivos do Instituto Biológico|B2|Atualizada em 2012
0102-4272|INTERDISCIPLINAR|Arquivos do Museu de Historia Natural|B3|Atualizada em 2012
0365-4508|INTERDISCIPLINAR|Arquivos do Museu Nacional|B2|Atualizada em 2012
1809-9556|INTERDISCIPLINAR|Arquivos em Movimento (UFRJ. Online)|B3|Atualizada em 2012
1516-0939|INTERDISCIPLINAR|Arquivos em Odontologia (UFMG)|B3|Atualizada em 2012
1809-4856|INTERDISCIPLINAR|Arquivos internacionais de otorrinolaringologia|B3|Atualizada em 2012
1516-8018|INTERDISCIPLINAR|Arquivos Médicos da Universidade Luterana do Brasil|B4|Atualizada em 2012
0101-6067|INTERDISCIPLINAR|Arquivos Médicos dos Hospitais e da Faculdade de Ciências Médicas da Santa Casa de São Paulo|B3|Atualizada em 2012
1678-5320|INTERDISCIPLINAR|ARS (São Paulo)|A2|Atualizada em 2012
0102-6380|INTERDISCIPLINAR|ARS Veterinária|B4|Atualizada em 2012
0122-1744|INTERDISCIPLINAR|Art Nexus Internacional|B4|Atualizada em 2012
1806-2962|INTERDISCIPLINAR|Art& (São Paulo. Online)|B4|Atualizada em 2012
1646-3463|INTERDISCIPLINAR|ARTCIENCIA.COM|B3|Atualizada em 2012
1516-8603|INTERDISCIPLINAR|ArtCultura (UFU)|B1|Atualizada em 2012
0103-8508|INTERDISCIPLINAR|Arte e Cultura da America Latina|B4|Atualizada em 2012
1413-005X|INTERDISCIPLINAR|Arte e Educação em Revista|B4|Atualizada em 2012
1984-3852|INTERDISCIPLINAR|Artefactum (Rio de Janeiro)|B4|Atualizada em 2012
1809-8274|INTERDISCIPLINAR|Artefilosofia (UFOP)|B2|Atualizada em 2012
1086-7058|INTERDISCIPLINAR|Artforum International|C|Atualizada em 2012
0004-3591|INTERDISCIPLINAR|Arthritis and Rheumatism|A1|Atualizada em 2012
0933-3657|INTERDISCIPLINAR|Artificial Intelligence in Medicine|A2|Atualizada em 2012
0160-564X|INTERDISCIPLINAR|Artificial Organs|A2|Atualizada em 2012
1982-7946|INTERDISCIPLINAR|Artigos Jurídicos|C|Atualizada em 2012
1695-5951|INTERDISCIPLINAR|Artnodes (Barcelona)|B4|Atualizada em 2012
1415-7950|INTERDISCIPLINAR|Asas da Palavra (UNAMA)|B4|Atualizada em 2012
0210-4466|INTERDISCIPLINAR|Asclepio (Madrid)|B1|Atualizada em 2012
1905-7415|INTERDISCIPLINAR|Asian Biomedicine|B2|Atualizada em 2012
1793-5482|INTERDISCIPLINAR|Asian Journal of Neurosurgery|C|Atualizada em 2012
1513-7368|INTERDISCIPLINAR|Asian Pacific Journal of Cancer Prevention|B2|Atualizada em 2012
0001-253X|INTERDISCIPLINAR|ASLIB Proceedings|B2|Atualizada em 2012
1517-7432|INTERDISCIPLINAR|Assentamentos Humanos (Marília)|B4|Atualizada em 2012
0103-555X|INTERDISCIPLINAR|Associacao Willian House de Otologia. Acta|B4|Atualizada em 2012
1528-820X|INTERDISCIPLINAR|ASTC Dimensions|C|Atualizada em 2012
0004-6361|INTERDISCIPLINAR|Astronomy & Astrophysics (Berlin. Print)|A2|Atualizada em 2012
0927-6505|INTERDISCIPLINAR|Astroparticle Physics|A2|Atualizada em 2012
0921-7134|INTERDISCIPLINAR|Asymptotic Analysis|B1|Atualizada em 2012
1982-1956|INTERDISCIPLINAR|Ateliê Geográfico (UFG)|B2|Atualizada em 2012
1679-2378|INTERDISCIPLINAR|Athena (Curitiba)|B4|Atualizada em 2012
0021-9150|INTERDISCIPLINAR|Atherosclerosis (Amsterdam)|A1|Atualizada em 2012
1983-1544|INTERDISCIPLINAR|Atividades de Pesquisa e Desenvolvimento (Instituto de Estudos Avançados)|C|Atualizada em 2012
0261-1929|INTERDISCIPLINAR|ATLA. Alternatives to Laboratory Animals|B1|Atualizada em 2012
0197-4254|INTERDISCIPLINAR|Atlantic Economic Journal|B2|Atualizada em 2012
0102-1656|INTERDISCIPLINAR|Atlântica|B4|Atualizada em 2012
