ISSN|Área|Titulo|Estrato|Ano Base
0895-6111|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Computerized Medical Imaging and Graphics|B1|2008
0098-1354|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Computers & Chemical Engineering|B1|2008
0045-7906|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Computers & Electrical Engineering|B2|2008
0097-8493|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Computers & Graphics|B1|2008
0360-8352|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Computers & Industrial Engineering|B1|2008
0898-1221|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Computers & Mathematics with Applications (1987)|B2|2008
0305-0548|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Computers & Operations Research|B1|2008
0010-485X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Computing (Wien. Print)|B1|2008
0176-4276|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Constructive Approximation|A2|2008
0271-4132|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Contemporary Mathematics - American Mathematical Society (Print)|B1|2008
0935-1175|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Continuum Mechanics and Thermodynamics (Print)|B3|2008
0324-8569|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Control and Cybernetics|B2|2008
0272-1708|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Control Systems Magazine|B2|2008
1065-8580|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|CRM Proceedings & Lecture Notes|B3|2008
0716-7776|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Cubo (Temuco)|B5|2008
0973-5607|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Current Development in Theory and Applications of Wavelets|B4|2008
0907-0877|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Cybernetics & Human Knowing|B5|2008
0011-4642|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Czechoslovak Mathematical Journal (Prague, Print)|B3|2008
1225-1763|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Daehan Suhaghoe Nonmunjib / Communications of the Korean Mathematical Society|B4|2008
1593-8883|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Decisions in Economics and Finance (Testo Stampato)|B5|2008
0070-3370|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Demography (Chicago)|B4|2008
0925-1022|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Designs, Codes and Cryptography|B3|2008
0893-4983|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Differential and Integral Equations|B1|2008
0012-2661|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Differential Equations|B2|2008
0926-2245|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Differential Geometry and Its Applications|B3|2008
1454-511X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Differential Geometry-Dynamical Systems|B5|2008
0179-5376|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Discrete & Computational Geometry|B1|2008
1078-0947|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Discrete and Continuous Dynamical Systems|B2|2008
1553-5231|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Discrete and Continuous Dynamical Systems. Series A|B2|2008
1531-3492|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Discrete and Continuous Dynamical Systems. Series B|B2|2008
0166-218X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Discrete Applied Mathematics|B2|2008
0012-365X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Discrete Mathematics|B1|2008
1572-5286|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Discrete Optimization|B4|2008
1340-2838|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|DNA Research|B1|2008
0869-5652|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Doklady Akademii Nauk. Rossijskaa Akademia Nauk|B3|2008
1064-5624|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Doklady. Mathematics (Print)|B3|2008
0012-7094|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Duke Mathematical Journal|A1|2008
1056-2176|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Dynamic Systems and Applications|B3|2008
1468-9367|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Dynamical Systems (Print)|B2|2008
1201-3390|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Dynamics of Continuous, Discrete and Impulsive System|B5|2008
1310-6236|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|East Journal on Approximations|B5|2008
1513-489X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|East-West Journal of Mathematics|B5|2008
1476-945X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Ecological Complexity (Print)|B1|2008
0304-3800|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Ecological Modelling|A2|2008
0012-9658|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Ecology (Brooklyn, New York, N.Y.)|A1|2008
0747-4938|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Econometric Reviews|B1|2008
0266-4666|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Econometric Theory (Print)|A2|2008
1368-4221|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Econometrics Journal (Print)|B2|2008
0254-4415|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Economía (Lima)|B5|2008
0940-5151|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Economic Quality Control|B5|2008
0938-2259|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Economic Theory|B1|2008
0102-4698|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Educação em Revista (UFMG. Impresso)|B5|2008
1083-589X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Electronic Communications in Probability|B1|2008
1072-6691|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Electronic Journal of Differential Equations|B2|2008
1550-6150|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Electronic Journal of Differential Equations (Print)|B2|2008
1083-6489|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Electronic Journal of Probability|A2|2008
1729-5254|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Electronic Journal of Theoretical Physics|B5|2008
1417-3875|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Electronic Journal on the Qualitative Theory of Differential Equations|B3|2008
1935-9179|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Electronic Research Announcements in Mathematical Sciences (Online)|B2|2008
1068-9613|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Electronic Transactions on Numerical Analysis|B4|2008
0100-6916|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Engenharia Agrícola (Impresso)|B4|2008
0952-1976|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Engineering Applications of Artificial Intelligence|B1|2008
1994-2060|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Engineering Applications of Computational Fluid Mechanics|B4|2008
1352-8505|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Environmental and Ecological Statistics|B1|2008
1567-7419|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Environmental Fluid Mechanics (Dordrecht. 2001)|B2|2008
0943-0105|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Environmental Geology (Berlin)|B3|2008
1180-4009|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|EnvironMetrics (London. Ont.)|B1|2008
1679-4974|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Epidemiologia e Serviços de Saúde|B5|2008
0143-3857|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Ergodic Theory & Dynamical Systems (Print)|A1|2008
1292-8119|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|ESAIM Control Optimization and Calculus Variations|B2|2008
1262-3377|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|ESAIM. Contrôle, Optimisation et Calcul des Variations|B2|2008
1262-3318|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|ESAIM. Probabilités et Statistique|B2|2008
0101-4161|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Estudos Econômicos (São Paulo. Impresso)|B5|2008
1535-9778|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Eukaryotic Cell|B1|2008
1225-066X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Eung'yong Tong'gye Yeon'gu|B5|2008
1415-479X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Eureka! (Rio de Janeiro)|B5|2008
0956-7925|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|European Journal of Applied Mathematics (Print)|A2|2008
0195-6698|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|European Journal of Combinatorics (Print)|B1|2008
0997-7546|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|European Journal of Mechanics. B, Fluids|B1|2008
0377-2217|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|European Journal of Operational Research|B1|2008
1434-6044|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|European Physical Journal. C, Particles and Fields (Print)|B1|2008
0924-9338|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|European Psychiatry (Paris)|B1|2008
0295-5075|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Europhysics Letters (Print)|B1|2008
1063-6560|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Evolutionary Computation|A2|2008
1058-6458|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Experimental Mathematics|B2|2008
0213-8743|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Extracta Mathematicae|B5|2008
1806-1958|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|FAMAT em Revista (UFU)|B5|2008
0972-0960|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Far East Journal of Applied Mathematics|B5|2008
0972-1118|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Far East Journal of Dynamical Systems|B5|2008
0972-0871|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Far East Journal of Mathematical Sciences: FJMS|B3|2008
1069-5265|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Fields Institute Communications|B2|2008
1069-5273|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Fields Institute Monographs|B3|2008
0949-2984|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Finance and Stochastics (Print)|B1|2008
1071-5797|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Finite Fields and Their Applications (Print)|B3|2008
1544-8940|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Fixed Point Theory and Applications|B2|2008
0933-7741|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Forum Mathematicum|B2|2008
1615-3375|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Foundations of Computational Mathematics (Print)|A1|2008
0894-9875|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Foundations of Physics Letters|B4|2008
0016-2663|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Functional Analysis and its Applications|B2|2008
0016-2736|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Fundamenta Mathematicae|B1|2008
1560-5159|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Fundamentalnaâ i Prikladnaâ Matematika|B5|2008
0532-8721|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Funkcialaj Ekvacioj|B4|2008
0165-0114|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Fuzzy Sets and Systems|B1|2008
1047-4811|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Galilean Electrodynamics|B5|2008
0899-8256|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Games and Economic Behavior (Print)|A2|2008
0001-7701|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|General Relativity and Gravitation|B2|2008
1676-5680|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Genetics and Molecular Research|B5|2008
0046-5755|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Geometriae Dedicata|B1|2008
1364-0380|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Geometry & Topology (Online)|A2|2008
1465-3060|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Geometry & Topology (Print)|A2|2008
0016-8025|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Geophysical Prospecting (Print)|B1|2008
0016-8033|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Geophysics|B1|2008
0104-530X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Gestão & Produção (UFSCAR. Impresso)|B5|2008
0017-0895|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Glasgow Mathematical Journal (Print)|B2|2008
0911-0119|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Graphs and Combinatorics|B3|2008
0202-2893|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Gravitation & Cosmology (Print)|B5|2008
1661-7207|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Groups, Geometry, and Dynamics (Print)|B2|2008
0378-7346|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Gynecologic and Obstetric Investigation|B4|2008
0162-5519|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Hadronic Journal|B5|2008
0278-2715|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Health Affairs (Millwood, Va.)|B4|2008
0018-2079|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Hiroshima Mathematical Journal|B3|2008
0385-4035|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Hokkaido Mathematical Journal|B3|2008
1808-3064|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Horizonte Científico (Uberlândia)|B5|2008
0362-1588|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Houston Journal of Mathematics|B1|2008
1330-0083|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Hrvatski Meteoroloski Casopis / Croatian Meteorological Journal|B5|2008
0964-6906|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Human Molecular Genetics (Print)|A1|2008
1350-2379|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEE Proceedings. Control Theory and Applications|A2|2008
0018-9286|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Automatic Control (Print)|A1|2008
0196-2892|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Geoscience and Remote Sensing|A2|2008
1057-7149|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Image Processing|A1|2008
1089-7771|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Information Technology in Biomedicine|A2|2008
0018-9448|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Information Theory|A1|2008
0018-9464|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Magnetics|B1|2008
0278-0062|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Medical Imaging (Print)|A1|2008
1045-9227|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Neural Networks|A1|2008
0018-9499|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Nuclear Science|B3|2008
0885-8977|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Power Delivery|B1|2008
0885-8950|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Power Systems|A2|2008
0018-9529|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Reliability|A2|2008
1053-587X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Signal Processing|A2|2008
0885-3010|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control|B1|2008
1077-2626|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IEEE Transactions on Visualization and Computer Graphics|A2|2008
1751-8644|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IET Control Theory & Applications (Print)|A2|2008
1751-8687|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IET Generation, Transmission & Distribution (Print)|A2|2008
0019-2082|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Illinois Journal of Mathematics|B1|2008
0272-4960|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IMA Journal of Applied Mathematics|B1|2008
0272-4979|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|IMA Journal of Numerical Analysis|A2|2008
0262-8856|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Image and Vision Computing|A2|2008
0019-3577|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Indagationes Mathematicae (Print)|B2|2008
0019-5324|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Indian Journal of Mathematics|B3|2008
0022-2518|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Indiana University Mathematics Journal|A2|2008
0020-0190|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Information Processing Letters (Print)|B1|2008
0020-0255|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Information Sciences|B1|2008
0718-3305|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Ingeniare. Revista Chilena de Ingeniería (En línea)|B5|2008
1939-4039|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Institute of Mathematical Statistics collections (Print)|B4|2008
0167-6687|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Insurance. Mathematics & Economics|B2|2008
1553-1732|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Integers|B5|2008
0120-419X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Integración - UIS|B5|2008
0378-620X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Integral Equations and Operator Theory|B3|2008
1065-2469|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Integral Transforms and Special Functions|B3|2008
1463-9971|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Interfaces and Free Boundaries (Online)|B1|2008
0020-6598|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Economic Review (Philadelphia)|B1|2008
1550-2287|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal for Computational Methods in Engineering Science and Mechanics|B2|2008
0029-5981|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal for Numerical Methods in Engineering (Print)|B1|2008
0271-2091|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal for Numerical Methods in Fluids (Print)|B1|2008
0218-1967|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Algebra and Computation|B3|2008
1311-1728|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Applied Mathematics|B3|2008
0973-1377|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Applied Mathematics & Statistics|B5|2008
0218-1274|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Bifurcation and Chaos in Applied Sciences and Engineering|B1|2008
0167-5273|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Cardiology (Print)|B2|2008
1311-6789|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Computational and Numerical Analysis and Applications|B3|2008
1061-8562|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Computational Fluid Dynamics (Print)|B3|2008
0020-7160|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Computer Mathematics|B2|2008
1738-7906|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Computer Science and Network Security|B4|2008
1312-7586|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Contemporary Mathematical Sciences|B5|2008
0020-7179|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Control (Print)|B1|2008
1311-2872|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Differential Equations and Applications|B4|2008
0142-0615|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Electrical Power & Energy Systems|B2|2008
0020-7225|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Engineering Science|A2|2008
0300-5771|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Epidemiology|A2|2008
0169-2070|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Forecasting|B1|2008
1365-8816|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Geographical Information Science (Print)|B2|2008
0219-8878|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Geometric Methods in Modern Physics|B5|2008
1743-9132|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Managerial Finance|B2|2008
0020-739X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Mathematical Education in Science and Technology|B5|2008
0129-167X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Mathematics|B2|2008
0161-1712|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Mathematics and Mathematical Sciences|B4|2008
1099-1859|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Mathematics, Game Theory, and Algebra|B3|2008
0217-751X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Modern Physics A|B3|2008
0217-9792|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Modern Physics B|B5|2008
0218-2718|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Modern Physics D|B2|2008
0020-7462|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Non-Linear Mechanics|A2|2008
1741-6361|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Nuclear Energy, Science and Technology (Print)|B3|2008
1793-0421|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Number Theory|B3|2008
0925-5273|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Production Economics|B1|2008
1311-8080|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Pure and Applied Mathematics|B5|2008
0265-671X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Quality and Reliability Management|B3|2008
0020-7608|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Quantum Chemistry|B3|2008
0219-7499|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Quantum Information|B2|2008
0218-6543|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Shape Modeling|B5|2008
0020-7721|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Systems Science|B2|2008
0219-0249|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Theoretical and Applied Finance|B3|2008
0020-7748|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Theoretical Physics|B5|2008
0218-4885|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems|B3|2008
0219-6913|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Journal of Wavelets, Multiresolution and Information Processing|B3|2008
1312-7594|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Mathematical Forum|B5|2008
1073-7928|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Mathematics Research Notices|B2|2008
1057-5219|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Review of Financial Analysis|B4|2008
0306-7734|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Statistical Review|A2|2008
0969-6016|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|International Transactions in Operational Research|B4|2008
0020-9910|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Inventiones Mathematicae|A1|2008
0266-5611|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Inverse Problems (Print)|A1|2008
1741-5977|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Inverse Problems in Science & Engineering (Print)|B2|2008
0021-2172|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Israel Journal of Mathematics|A2|2008
1126-8042|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Italian journal of pure and applied mathematics|B5|2008
1064-5632|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Izvestiya. Mathematics|B2|2008
1529-7853|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|JASA Express Letters|B1|2008
0835-3026|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|JCMCC. Journal of Combinatorial Mathematics and Combinatorial Computing|B5|2008
1824-2049|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|JCOM, Journal of Science Communication|B4|2008
1007-1008|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Jiaoche Qingbao|B5|2008
1806-3756|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Jornal Brasileiro de Pneumologia (Online)|B5|2008
1678-4782|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Jornal de Pediatria (Online)|B3|2008
0021-7670|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal d'Analyse Mathématique (Jerusalem)|B1|2008
0021-7824|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal de Mathématiques Pures et Appliquées|A1|2008
1246-7405|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal de Théorie des Nombres de Bordeaux|B5|2008
0075-4102|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal fur die Reine und Angewandte Mathematik|A1|2008
1064-6647|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Actuarial Practice|B5|2008
0021-8693|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Algebra (Print)|A2|2008
0219-4988|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Algebra and its Applications|B3|2008
1056-3911|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Algebraic Geometry|A1|2008
0196-6774|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Algorithms (Print)|B1|2008
1425-6908|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Analysis|B5|2008
0021-8898|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Crystallography|A2|2008
0926-9851|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Geophysics|B1|2008
1570-8683|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Logic|B5|2008
1110-757X|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Mathematics|B4|2008
1687-0042|MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA|Journal of Applied Mathematics (Internet)|B4|2008
